,income_total_count,census_tract,less_than_10000_percentage_total,10000_to_14999_percentage_total,15000_to_19999_percentage_total,20000_to_24999_percentage_total,25000_to_29999_percentage_total,30000_to_34999_percentage_total,35000_to_39999_percentage_total,40000_to_44999_percentage_total,45000_to_49999_percentage_total,50000_to_59999_percentage_total,60000_to_74999_percentage_total,75000_to_99999_percentage_total,100000_to_124999_percentage_total,125000_to_149999_percentage_total,150000_to_199999_percentage_total,200000_or_more_percentage_total
"Census Tract 67.08, Arapahoe County, Colorado!!Estimate","2,001",08005006708,0.01249375312343828,0.017491254372813594,0.0,0.0079960019990005,0.01249375312343828,0.008995502248875561,0.02048975512243878,0.008995502248875561,0.01999000499750125,0.05847076461769116,0.09945027486256872,0.10794602698650675,0.10994502748625687,0.07846076961519241,0.1854072963518241,0.2513743128435782
"Census Tract 67.09, Arapahoe County, Colorado!!Estimate","2,168",08005006709,0.013376383763837638,0.0,0.01522140221402214,0.014760147601476014,0.0023062730627306273,0.03413284132841329,0.009686346863468635,0.01937269372693727,0.00922509225092251,0.03459409594095941,0.10516605166051661,0.08164206642066421,0.07472324723247233,0.12638376383763839,0.22878228782287824,0.23062730627306274
"Census Tract 67.11, Arapahoe County, Colorado!!Estimate","1,473",08005006711,0.014256619144602852,0.0,0.0,0.012898845892735914,0.0,0.005431093007467753,0.03054989816700611,0.006109979633401222,0.016293279022403257,0.05634758995247793,0.07739307535641547,0.059063136456211814,0.13577732518669383,0.09843856076035302,0.20298710115410726,0.28445349626612354
"Census Tract 67.12, Arapahoe County, Colorado!!Estimate",491,08005006712,0.010183299389002037,0.020366598778004074,0.008146639511201629,0.0,0.0,0.020366598778004074,0.010183299389002037,0.0,0.010183299389002037,0.04276985743380855,0.04073319755600815,0.109979633401222,0.11405295315682282,0.07942973523421588,0.09572301425661914,0.4378818737270876
"Census Tract 67.13, Arapahoe County, Colorado!!Estimate","1,003",08005006713,0.020937188434695914,0.0,0.0,0.007976071784646061,0.003988035892323031,0.058823529411764705,0.010967098703888335,0.01694915254237288,0.06480558325024925,0.17048853439680958,0.16450648055832504,0.14755732801595214,0.13160518444666003,0.12761714855433698,0.03788634097706879,0.03589232303090728
"Census Tract 68.08, Arapahoe County, Colorado!!Estimate","1,812",08005006808,0.0,0.0,0.013245033112582781,0.004415011037527594,0.0,0.04746136865342163,0.010485651214128035,0.025938189845474614,0.0,0.04359823399558499,0.0684326710816777,0.0739514348785872,0.11147902869757174,0.05849889624724062,0.10430463576158941,0.4381898454746137
"Census Tract 68.15, Arapahoe County, Colorado!!Estimate","1,877",08005006815,0.021310602024507193,0.006925945657964837,0.012253596164091636,0.005860415556739478,0.022376132125732553,0.021310602024507193,0.05647309536494406,0.005327650506126798,0.046883324453915826,0.1395844432605221,0.09696323921150772,0.17261587639850826,0.08204581779435269,0.07192328183271178,0.04421949920085243,0.19392647842301544
"Census Tract 68.54, Arapahoe County, Colorado!!Estimate","1,285",08005006854,0.10272373540856031,0.054474708171206226,0.010894941634241245,0.05758754863813229,0.0178988326848249,0.019455252918287938,0.024902723735408562,0.03346303501945525,0.045136186770428015,0.04357976653696498,0.19143968871595332,0.09649805447470818,0.07315175097276265,0.04046692607003891,0.09727626459143969,0.09105058365758754
"Census Tract 68.57, Arapahoe County, Colorado!!Estimate",818,08005006857,0.007334963325183374,0.006112469437652812,0.02689486552567237,0.006112469437652812,0.013447432762836185,0.03300733496332518,0.0,0.014669926650366748,0.008557457212713936,0.022004889975550123,0.1039119804400978,0.044009779951100246,0.05867970660146699,0.0647921760391198,0.1528117359413203,0.43765281173594134
"Census Tract 68.59, Arapahoe County, Colorado!!Estimate","1,753",08005006859,0.05932686822589846,0.058756417569880204,0.02338847689674843,0.02966343411294923,0.0022818026240730175,0.012549914432401598,0.03308613804905876,0.040501996577296064,0.02452937820878494,0.047347404449515115,0.08841985168282944,0.195094124358243,0.16257843696520252,0.09127210496292071,0.08214489446662863,0.04905875641756988
"Census Tract 68.60, Arapahoe County, Colorado!!Estimate",831,08005006860,0.1865222623345367,0.02286401925391095,0.021660649819494584,0.0,0.08904933814681107,0.019253910950661854,0.013237063778580024,0.02286401925391095,0.11432009626955475,0.048134777376654635,0.00842358604091456,0.02045728038507822,0.09747292418772563,0.17569193742478942,0.06257521058965103,0.09747292418772563
"Census Tract 68.61, Arapahoe County, Colorado!!Estimate","1,362",08005006861,0.013950073421439061,0.0,0.016152716593245228,0.016886930983847283,0.010279001468428781,0.0,0.04331864904552129,0.02569750367107195,0.02569750367107195,0.013950073421439061,0.08590308370044053,0.06828193832599119,0.07782672540381791,0.03303964757709251,0.19530102790014683,0.3737151248164464
"Census Tract 68.62, Arapahoe County, Colorado!!Estimate",638,08005006862,0.01567398119122257,0.0,0.0,0.0109717868338558,0.0,0.03134796238244514,0.0,0.0,0.018808777429467086,0.05329153605015674,0.050156739811912224,0.15987460815047022,0.109717868338558,0.06896551724137931,0.10815047021943573,0.3730407523510972
"Census Tract 68.63, Arapahoe County, Colorado!!Estimate","2,248",08005006863,0.07517793594306049,0.0,0.02891459074733096,0.03825622775800712,0.010676156583629894,0.0947508896797153,0.023576512455516015,0.014234875444839857,0.04092526690391459,0.1201067615658363,0.15791814946619218,0.10053380782918149,0.11832740213523131,0.07250889679715303,0.04314946619217082,0.06094306049822064
"Census Tract 68.64, Arapahoe County, Colorado!!Estimate","1,267",08005006864,0.062352012628255724,0.018153117600631413,0.010260457774269928,0.03393843725335438,0.01499605367008682,0.04025256511444357,0.02999210734017364,0.06708760852407261,0.007892659826361484,0.010260457774269928,0.0244672454617206,0.20363062352012629,0.12312549329123915,0.12786108918705605,0.030781373322809787,0.19494869771112866
"Census Tract 71.01, Arapahoe County, Colorado!!Estimate","1,942",08005007101,0.014418125643666324,0.004119464469618949,0.046343975283213185,0.0345005149330587,0.024716786817713696,0.030895983522142123,0.04376930998970134,0.018537590113285273,0.01956745623069001,0.03604531410916581,0.1560247167868177,0.14933058702368693,0.13233779608650875,0.09526261585993821,0.11122554067971163,0.08290422245108137
"Census Tract 71.03, Arapahoe County, Colorado!!Estimate",569,08005007103,0.019332161687170474,0.0,0.0,0.029876977152899824,0.0,0.026362038664323375,0.008787346221441126,0.019332161687170474,0.01054481546572935,0.043936731107205626,0.054481546572934976,0.13884007029876977,0.16520210896309315,0.13532513181019332,0.1687170474516696,0.17926186291739896
"Census Tract 71.06, Arapahoe County, Colorado!!Estimate","1,962",08005007106,0.0045871559633027525,0.011722731906218144,0.010703363914373088,0.0,0.0163098878695209,0.022426095820591234,0.008664627930682976,0.0045871559633027525,0.0326197757390418,0.009174311926605505,0.046890927624872576,0.18450560652395515,0.12079510703363915,0.14220183486238533,0.19928644240570845,0.18552497451580022
"Census Tract 71.08, Arapahoe County, Colorado!!Estimate",865,08005007108,0.0,0.0,0.0,0.013872832369942197,0.019653179190751446,0.03930635838150289,0.013872832369942197,0.09132947976878612,0.058959537572254334,0.08439306358381503,0.13988439306358383,0.08901734104046242,0.14335260115606938,0.14797687861271677,0.04971098265895954,0.10867052023121387
"Census Tract 71.09, Arapahoe County, Colorado!!Estimate",705,08005007109,0.0,0.0,0.0,0.0,0.0,0.015602836879432624,0.0,0.02269503546099291,0.01702127659574468,0.06950354609929078,0.14184397163120568,0.09929078014184398,0.1475177304964539,0.19148936170212766,0.16595744680851063,0.12907801418439716
"Census Tract 71.10, Arapahoe County, Colorado!!Estimate","1,927",08005007110,0.026984950700570835,0.0,0.013492475350285417,0.011935651271406332,0.01608718214841723,0.005189413596263622,0.02802283341982356,0.015049299429164505,0.019200830306175403,0.017644006227296314,0.09859885832900882,0.18370524130773222,0.09963674104826155,0.22885313959522574,0.14322781525687597,0.09237156201349248
"Census Tract 71.11, Arapahoe County, Colorado!!Estimate",427,08005007111,0.0,0.08196721311475409,0.05620608899297424,0.04918032786885246,0.0,0.0,0.02576112412177986,0.08665105386416862,0.04215456674473068,0.2903981264637002,0.22716627634660422,0.09133489461358314,0.0,0.0,0.0,0.04918032786885246
"Census Tract 71.12, Arapahoe County, Colorado!!Estimate","2,331",08005007112,0.02574002574002574,0.003861003861003861,0.0,0.023595023595023596,0.0,0.011154011154011155,0.012012012012012012,0.02531102531102531,0.023595023595023596,0.07421707421707421,0.05233805233805234,0.09180609180609181,0.11711711711711711,0.049335049335049334,0.21921921921921922,0.2706992706992707
"Census Tract 71.13, Arapahoe County, Colorado!!Estimate","1,507",08005007113,0.006635700066357001,0.009953550099535502,0.0,0.0,0.0,0.0112806901128069,0.0,0.0,0.0,0.0,0.0245520902455209,0.047113470471134705,0.21765096217650962,0.1705374917053749,0.13802256138022562,0.37425348374253486
"Census Tract 72.01, Arapahoe County, Colorado!!Estimate","1,282",08005007201,0.13806552262090482,0.06006240249609984,0.09516380655226209,0.0249609984399376,0.0436817472698908,0.036661466458658344,0.036661466458658344,0.07722308892355695,0.038221528861154444,0.1357254290171607,0.10686427457098284,0.07878315132605304,0.08190327613104524,0.031981279251170044,0.014040561622464899,0.0
"Census Tract 72.02, Arapahoe County, Colorado!!Estimate","1,247",08005007202,0.04170008019246191,0.024859663191659984,0.038492381716118684,0.09943865276663993,0.060144346431435444,0.08981555733761026,0.052125100240577385,0.038492381716118684,0.0673616680032077,0.14113873295910184,0.05693664795509222,0.18604651162790697,0.012830793905372895,0.040096230954290296,0.02566158781074579,0.024859663191659984
"Census Tract 73.01, Arapahoe County, Colorado!!Estimate","1,061",08005007301,0.07163053722902922,0.02544769085768143,0.06691800188501414,0.017907634307257305,0.08576814326107446,0.06786050895381715,0.046182846371347785,0.04241281809613572,0.10650329877474081,0.09519321394910461,0.19038642789820923,0.049010367577756835,0.07540056550424128,0.01885014137606032,0.027332704995287466,0.013195098963242224
"Census Tract 73.02, Arapahoe County, Colorado!!Estimate","1,744",08005007302,0.11467889908256881,0.05733944954128441,0.03268348623853211,0.04243119266055046,0.05389908256880734,0.0779816513761468,0.11467889908256881,0.05619266055045872,0.05447247706422018,0.06307339449541284,0.125,0.11926605504587157,0.0779816513761468,0.005733944954128441,0.0045871559633027525,0.0
"Census Tract 74, Arapahoe County, Colorado!!Estimate","1,556",08005007400,0.06683804627249357,0.02699228791773779,0.07390745501285347,0.07904884318766067,0.04113110539845758,0.05848329048843188,0.056555269922879174,0.028277634961439587,0.012853470437017995,0.08997429305912596,0.07840616966580977,0.14395886889460155,0.14395886889460155,0.03598971722365039,0.038560411311053984,0.02506426735218509
"Census Tract 75, Arapahoe County, Colorado!!Estimate",800,08005007500,0.0625,0.02,0.03875,0.04125,0.04125,0.03375,0.02375,0.0425,0.09,0.13875,0.09625,0.1925,0.1275,0.03375,0.0075,0.01
"Census Tract 76, Arapahoe County, Colorado!!Estimate","1,252",08005007600,0.06549520766773163,0.10543130990415335,0.03194888178913738,0.026357827476038338,0.03035143769968051,0.04952076677316294,0.03035143769968051,0.10303514376996806,0.04313099041533546,0.06309904153354633,0.19329073482428116,0.12300319488817892,0.07987220447284345,0.038338658146964855,0.016773162939297124,0.0
"Census Tract 77.02, Arapahoe County, Colorado!!Estimate","1,421",08005007702,0.01618578465869106,0.014074595355383532,0.021815622800844477,0.048557353976073185,0.02040816326530612,0.10696692470091484,0.06615059817030261,0.0781140042223786,0.024630541871921183,0.05840957072484166,0.11893033075299085,0.1414496833216045,0.06755805770584096,0.05629838142153413,0.11611541168191415,0.04433497536945813
"Census Tract 77.03, Arapahoe County, Colorado!!Estimate","1,738",08005007703,0.01726121979286536,0.03567318757192175,0.02991944764096663,0.09205983889528194,0.03855005753739931,0.02243958573072497,0.023590333716915997,0.039700805523590336,0.04142692750287687,0.06041426927502877,0.15477560414269276,0.17088607594936708,0.07364787111622555,0.09551208285385501,0.04142692750287687,0.06271576524741082
"Census Tract 77.04, Arapahoe County, Colorado!!Estimate","1,935",08005007704,0.07493540051679587,0.023255813953488372,0.0351421188630491,0.018604651162790697,0.04599483204134367,0.050129198966408266,0.10542635658914729,0.022222222222222223,0.043410852713178294,0.09457364341085271,0.16124031007751938,0.14780361757105942,0.07545219638242893,0.03307493540051679,0.06873385012919897,0.0
"Census Tract 151, Arapahoe County, Colorado!!Estimate",976,08005001510,0.0,0.010245901639344262,0.010245901639344262,0.03278688524590164,0.0,0.0235655737704918,0.010245901639344262,0.045081967213114756,0.02971311475409836,0.040983606557377046,0.08401639344262295,0.07581967213114754,0.12192622950819672,0.10245901639344263,0.14856557377049182,0.26434426229508196
"Census Tract 800, Arapahoe County, Colorado!!Estimate","1,553",08005008000,0.0540888602704443,0.0180296200901481,0.014810045074050225,0.0206052801030264,0.049581455247907275,0.012234385061171926,0.0824211204121056,0.09980682549903412,0.18737926593689633,0.10238248551191242,0.10238248551191242,0.07533805537669028,0.08435286542176433,0.0643915003219575,0.0128783000643915,0.019317450096587252
"Census Tract 801, Arapahoe County, Colorado!!Estimate","1,772",08005008010,0.08690744920993228,0.09029345372460497,0.024266365688487584,0.08239277652370203,0.10214446952595936,0.019187358916478554,0.05191873589164785,0.05191873589164785,0.05248306997742664,0.04288939051918736,0.09367945823927765,0.15349887133182843,0.05248306997742664,0.050225733634311515,0.02878103837471783,0.016930022573363433
"Census Tract 802, Arapahoe County, Colorado!!Estimate","2,291",08005008020,0.028808380619816675,0.013531209079004802,0.017459624618070713,0.020951549541684853,0.020951549541684853,0.04714098646879092,0.01178524661719773,0.056307289393278045,0.020951549541684853,0.060672195547795724,0.1003928415539066,0.2099519860323003,0.11086861632474902,0.10388476647752073,0.11697948494107377,0.05936272370144042
"Census Tract 803, Arapahoe County, Colorado!!Estimate","2,314",08005008030,0.0449438202247191,0.00432152117545376,0.0,0.021607605877268798,0.02031114952463267,0.02895419187554019,0.15168539325842698,0.04148660328435609,0.0341400172860847,0.05661192739844425,0.06611927398444252,0.12013828867761452,0.11668107173725151,0.10458081244598098,0.05012964563526361,0.13828867761452032
"Census Tract 804, Arapahoe County, Colorado!!Estimate","2,011",08005008040,0.03182496270512183,0.018896071606166086,0.06514172053704624,0.02536051715564396,0.024365987071108902,0.026852312282446545,0.02187966185977126,0.018896071606166086,0.034808552958727,0.061163600198906015,0.13973147687717555,0.15415216310293386,0.18100447538538042,0.08155146693187469,0.06812531079065141,0.04624564893088016
"Census Tract 805, Arapahoe County, Colorado!!Estimate","1,710",08005008050,0.06374269005847953,0.03742690058479532,0.02865497076023392,0.025146198830409357,0.03216374269005848,0.044444444444444446,0.07368421052631578,0.10701754385964912,0.05555555555555555,0.05847953216374269,0.0608187134502924,0.17134502923976608,0.0783625730994152,0.0824561403508772,0.03742690058479532,0.04327485380116959
"Census Tract 806, Arapahoe County, Colorado!!Estimate","1,747",08005008060,0.017172295363480253,0.03434459072696051,0.02919290211791643,0.027475672581568404,0.045220377790498,0.04751001717229536,0.05838580423583286,0.05495134516313681,0.11161991986262164,0.1482541499713795,0.1934745277618775,0.10933028048082427,0.07212364052661706,0.0412135088723526,0.0,0.009730967372638809
"Census Tract 807, Arapahoe County, Colorado!!Estimate","2,019",08005008070,0.045567112431896976,0.04507181773155027,0.0158494304110946,0.12184249628528974,0.02773650321941555,0.0475482912332838,0.037642397226349676,0.02773650321941555,0.013868251609707775,0.12481426448736999,0.0946012877662209,0.16790490341753342,0.09014363546310054,0.008420009905894007,0.09262010896483408,0.03863298662704309
"Census Tract 808, Arapahoe County, Colorado!!Estimate","1,030",08005008080,0.009708737864077669,0.03398058252427184,0.024271844660194174,0.06310679611650485,0.05242718446601942,0.038834951456310676,0.07864077669902912,0.038834951456310676,0.02233009708737864,0.10582524271844661,0.15048543689320387,0.25922330097087376,0.08155339805825243,0.010679611650485437,0.010679611650485437,0.019417475728155338
"Census Tract 809, Arapahoe County, Colorado!!Estimate","1,319",08005008090,0.003032600454890068,0.025018953752843062,0.0,0.053828658074298714,0.017437452615617893,0.04397270659590599,0.037149355572403335,0.05307050796057619,0.0037907505686125853,0.12357846853677028,0.1068991660348749,0.23654283548142532,0.06823351023502654,0.14329037149355572,0.06141015921152388,0.022744503411675512
"Census Tract 810.01, Arapahoe County, Colorado!!Estimate","1,052",08005081001,0.029467680608365018,0.0,0.0370722433460076,0.034220532319391636,0.0817490494296578,0.11977186311787072,0.12167300380228137,0.06844106463878327,0.013307984790874524,0.060836501901140684,0.057034220532319393,0.24524714828897337,0.11787072243346007,0.013307984790874524,0.0,0.0
"Census Tract 810.02, Arapahoe County, Colorado!!Estimate","1,410",08005081002,0.04326241134751773,0.01276595744680851,0.02198581560283688,0.05460992907801419,0.05673758865248227,0.09858156028368795,0.05673758865248227,0.0070921985815602835,0.07092198581560284,0.1829787234042553,0.07801418439716312,0.16666666666666666,0.02198581560283688,0.02624113475177305,0.10141843971631205,0.0
"Census Tract 811.01, Arapahoe County, Colorado!!Estimate","1,459",08005081101,0.033584647018505824,0.07607950651130911,0.0054832076764907475,0.021247429746401644,0.03495544893762851,0.045236463331048665,0.06237148732008225,0.12611377655928718,0.01782042494859493,0.09869773817683344,0.09252912954078135,0.15421521590130227,0.17957505140507196,0.03221384509938314,0.009595613433858808,0.01028101439342015
"Census Tract 811.02, Arapahoe County, Colorado!!Estimate","1,112",08005081102,0.21762589928057555,0.11420863309352518,0.01618705035971223,0.02068345323741007,0.0368705035971223,0.05485611510791367,0.06654676258992806,0.03237410071942446,0.03597122302158273,0.09802158273381295,0.10701438848920863,0.045863309352517985,0.024280575539568347,0.09892086330935251,0.0044964028776978415,0.026079136690647483
"Census Tract 812, Arapahoe County, Colorado!!Estimate","1,801",08005008120,0.013325930038867296,0.025541365907828985,0.029983342587451417,0.036646307606885066,0.04886174347584675,0.0966129927817879,0.0277623542476402,0.07884508606329817,0.06329816768461966,0.13381454747362576,0.13103831204886174,0.21432537479178235,0.07218212104386452,0.004997223764575236,0.012215435868961688,0.010549694614103275
"Census Tract 813, Arapahoe County, Colorado!!Estimate","1,095",08005008130,0.005479452054794521,0.0,0.0,0.0,0.0136986301369863,0.05114155251141553,0.0547945205479452,0.04474885844748858,0.07031963470319634,0.09223744292237443,0.14977168949771688,0.16255707762557078,0.08401826484018265,0.20821917808219179,0.052968036529680365,0.01004566210045662
"Census Tract 814, Arapahoe County, Colorado!!Estimate","1,607",08005008140,0.06845052893590542,0.009956440572495333,0.03298070939639079,0.029869321717486,0.03484754200373367,0.02862476664592408,0.011823273179838207,0.07467330429371499,0.042937149968886125,0.09520846297448662,0.09334163036714374,0.1922837585563161,0.12570006222775357,0.04418170504044804,0.0715619166148102,0.043559427504667084
"Census Tract 815, Arapahoe County, Colorado!!Estimate","2,251",08005008150,0.03243003109729009,0.04531319413593958,0.1159484673478454,0.09062638827187916,0.07552199022656597,0.07996446023989338,0.10884051532652154,0.061750333185251,0.01288316303864949,0.07063527321190582,0.15015548645046645,0.07729897823189694,0.02621057307863172,0.02621057307863172,0.007996446023989337,0.01821412705464238
"Census Tract 816, Arapahoe County, Colorado!!Estimate","1,779",08005008160,0.0,0.03035413153456998,0.02023608768971332,0.026981450252951095,0.054525014052838675,0.04946599213041034,0.02473299606520517,0.03147835862844295,0.026981450252951095,0.06632939853850478,0.21978639685216414,0.24451939291736932,0.08206857785272625,0.05789769533445756,0.03653738055087127,0.028105677346824058
"Census Tract 817, Arapahoe County, Colorado!!Estimate",977,08005008170,0.02047082906857728,0.0020470829068577278,0.0,0.01023541453428864,0.01842374616171955,0.00511770726714432,0.0,0.011258955987717503,0.02661207778915046,0.021494370522006142,0.03582395087001024,0.12487205731832139,0.0849539406345957,0.1269191402251791,0.30808597748208805,0.20368474923234392
"Census Tract 818, Arapahoe County, Colorado!!Estimate","1,660",08005008180,0.0572289156626506,0.01144578313253012,0.013855421686746987,0.03433734939759036,0.04759036144578313,0.09156626506024096,0.053614457831325305,0.06325301204819277,0.08674698795180723,0.09096385542168675,0.16325301204819276,0.13734939759036144,0.08795180722891566,0.02650602409638554,0.03433734939759036,0.0
"Census Tract 819, Arapahoe County, Colorado!!Estimate","2,375",08005008190,0.04673684210526316,0.058105263157894736,0.07326315789473684,0.11663157894736842,0.02273684210526316,0.03452631578947368,0.07368421052631578,0.08842105263157894,0.01263157894736842,0.061894736842105266,0.10484210526315789,0.11873684210526315,0.11157894736842106,0.06021052631578947,0.0,0.016
"Census Tract 820, Arapahoe County, Colorado!!Estimate","1,827",08005008200,0.04871373836891078,0.031746031746031744,0.03284072249589491,0.019157088122605363,0.047619047619047616,0.12151067323481117,0.09688013136288999,0.022988505747126436,0.08538587848932677,0.14559386973180077,0.14723590585659552,0.16639299397920088,0.03393541324575807,0.0,0.0,0.0
"Census Tract 821, Arapahoe County, Colorado!!Estimate","2,545",08005008210,0.013359528487229863,0.01925343811394892,0.030648330058939095,0.01807465618860511,0.025540275049115914,0.06326129666011787,0.04911591355599214,0.0656188605108055,0.05304518664047151,0.0931237721021611,0.16306483300589392,0.15166994106090373,0.13555992141453832,0.03968565815324165,0.06286836935166994,0.016110019646365423
"Census Tract 822, Arapahoe County, Colorado!!Estimate","2,272",08005008220,0.03829225352112676,0.0044014084507042256,0.020246478873239437,0.050616197183098594,0.05017605633802817,0.011883802816901408,0.07174295774647887,0.042693661971830985,0.026848591549295774,0.13160211267605634,0.176056338028169,0.0743838028169014,0.1153169014084507,0.028609154929577465,0.10871478873239436,0.04841549295774648
"Census Tract 823, Arapahoe County, Colorado!!Estimate","1,338",08005008230,0.04633781763826607,0.01046337817638266,0.014200298953662182,0.03288490284005979,0.0171898355754858,0.07100149476831091,0.05605381165919283,0.02765321375186846,0.06576980568011959,0.07623318385650224,0.2257100149476831,0.14798206278026907,0.1375186846038864,0.030642750373692077,0.04035874439461883,0.0
"Census Tract 824, Arapahoe County, Colorado!!Estimate","1,407",08005008240,0.06538734896943853,0.0433546552949538,0.0255863539445629,0.042643923240938165,0.05970149253731343,0.0867093105899076,0.07178393745557925,0.06965174129353234,0.06538734896943853,0.06325515280739161,0.09665955934612651,0.08102345415778252,0.11940298507462686,0.05614783226723525,0.03127221037668799,0.02203269367448472
"Census Tract 825, Arapahoe County, Colorado!!Estimate",809,08005008250,0.0,0.016069221260815822,0.0,0.030902348578491966,0.011124845488257108,0.04326328800988875,0.04573547589616811,0.034610630407911,0.042027194066749075,0.07911001236093942,0.07292954264524104,0.2360939431396786,0.15451174289245984,0.07663782447466007,0.10754017305315204,0.049443757725587144
"Census Tract 826, Arapahoe County, Colorado!!Estimate","2,430",08005008260,0.07654320987654321,0.0069958847736625515,0.0,0.015226337448559672,0.04279835390946502,0.027983539094650206,0.08724279835390947,0.043621399176954734,0.07366255144032922,0.12757201646090535,0.16748971193415638,0.1168724279835391,0.12510288065843622,0.05102880658436214,0.03497942386831276,0.002880658436213992
"Census Tract 827, Arapahoe County, Colorado!!Estimate","1,193",08005008270,0.010896898575020955,0.0,0.06454316848281642,0.0,0.03101424979044426,0.014249790444258172,0.026823134953897737,0.006705783738474434,0.00586756077116513,0.04694048616932104,0.13160100586756077,0.2967309304274937,0.2112321877619447,0.07292539815590947,0.055322715842414084,0.025146689019279127
"Census Tract 828, Arapahoe County, Colorado!!Estimate","1,703",08005008280,0.06400469759248385,0.0,0.025836758661186142,0.0064591896652965355,0.051673517322372284,0.04932472108044627,0.029947152084556665,0.024075161479741633,0.0182031708749266,0.17439812096300647,0.08338226658837346,0.1444509688784498,0.09806224310041103,0.08573106283029946,0.13799177921315325,0.0064591896652965355
"Census Tract 829, Arapahoe County, Colorado!!Estimate","1,575",08005008290,0.01904761904761905,0.024761904761904763,0.02158730158730159,0.02857142857142857,0.017777777777777778,0.008253968253968255,0.04825396825396826,0.017777777777777778,0.017777777777777778,0.0692063492063492,0.12634920634920635,0.20507936507936508,0.16634920634920636,0.12063492063492064,0.07809523809523809,0.030476190476190476
"Census Tract 830, Arapahoe County, Colorado!!Estimate","1,209",08005008300,0.010752688172043012,0.010752688172043012,0.008271298593879239,0.017369727047146403,0.026468155500413565,0.009098428453267164,0.0,0.007444168734491315,0.05624483043837883,0.043837882547559964,0.10504549214226634,0.09181141439205956,0.1968569065343259,0.11827956989247312,0.13399503722084366,0.16377171215880892
"Census Tract 831, Arapahoe County, Colorado!!Estimate","2,703",08005008310,0.04143544210136885,0.027007029226785054,0.003699593044765076,0.0,0.07140214576396596,0.042545320014798375,0.03218645948945616,0.020717721050684423,0.03995560488346282,0.0928597854236034,0.1220865704772475,0.12467628560858306,0.11690714021457639,0.0780614132445431,0.13318534961154274,0.05327413984461709
"Census Tract 832.01, Arapahoe County, Colorado!!Estimate","1,701",08005083201,0.0,0.0,0.00940623162845385,0.01763668430335097,0.0,0.0,0.02586713697824809,0.0,0.03527336860670194,0.02821869488536155,0.08465608465608465,0.18577307466196355,0.1781305114638448,0.18988830099941212,0.18577307466196355,0.059376837154614934
"Census Tract 832.02, Arapahoe County, Colorado!!Estimate",943,08005083202,0.0,0.0,0.0,0.0,0.0,0.0,0.01166489925768823,0.024390243902439025,0.0,0.04665959703075292,0.041357370095440084,0.16224814422057265,0.3266171792152704,0.21208907741251326,0.12513255567338283,0.04984093319194061
"Census Tract 833, Arapahoe County, Colorado!!Estimate","1,791",08005008330,0.00893355667225014,0.02512562814070352,0.018425460636515914,0.006141820212171971,0.0033500837520938024,0.04020100502512563,0.013958682300390842,0.039642657733109994,0.01507537688442211,0.1373534338358459,0.09212730318257957,0.16750418760469013,0.20938023450586266,0.1111111111111111,0.0876605248464545,0.02400893355667225
"Census Tract 834, Arapahoe County, Colorado!!Estimate","2,144",08005008340,0.0,0.0,0.0,0.026119402985074626,0.017723880597014924,0.014458955223880597,0.034981343283582086,0.048507462686567165,0.07835820895522388,0.09748134328358209,0.134794776119403,0.13059701492537312,0.13805970149253732,0.13013059701492538,0.08488805970149253,0.06389925373134328
"Census Tract 835, Arapahoe County, Colorado!!Estimate","2,098",08005008350,0.033841754051477595,0.02478551000953289,0.0219256434699714,0.04528122020972355,0.047664442326024785,0.032411820781696854,0.022402287893231648,0.057197330791229746,0.04432793136320305,0.08674928503336511,0.09389895138226882,0.16920877025738798,0.0767397521448999,0.06911344137273594,0.11582459485224023,0.05862726406101049
"Census Tract 836, Arapahoe County, Colorado!!Estimate","1,690",08005008360,0.03254437869822485,0.009467455621301775,0.06627218934911243,0.05029585798816568,0.052662721893491124,0.06982248520710059,0.0242603550295858,0.051479289940828406,0.028994082840236687,0.06449704142011835,0.1289940828402367,0.19171597633136095,0.08875739644970414,0.05502958579881657,0.05207100591715976,0.033136094674556214
"Census Tract 837, Arapahoe County, Colorado!!Estimate","1,361",08005008370,0.034533431300514325,0.0,0.0,0.0,0.036737692872887584,0.027920646583394562,0.0,0.05657604702424688,0.04188096987509184,0.03820720058780309,0.10874357090374724,0.14988978692138133,0.07421013960323292,0.13445995591476856,0.11756061719324026,0.1792799412196914
"Census Tract 838, Arapahoe County, Colorado!!Estimate","1,184",08005008380,0.016891891891891893,0.0472972972972973,0.007601351351351352,0.013513513513513514,0.006756756756756757,0.07432432432432433,0.032939189189189186,0.015202702702702704,0.02533783783783784,0.12162162162162163,0.08530405405405406,0.19510135135135134,0.024493243243243243,0.1089527027027027,0.11908783783783784,0.10557432432432433
"Census Tract 839, Arapahoe County, Colorado!!Estimate","1,606",08005008390,0.043586550435865505,0.02054794520547945,0.0049813200498132005,0.036737235367372355,0.11581569115815692,0.043586550435865505,0.031133250311332503,0.053549190535491904,0.038605230386052306,0.12453300124533001,0.062266500622665005,0.13947696139476962,0.16749688667496887,0.05790784557907846,0.0136986301369863,0.0460772104607721
"Census Tract 840, Arapahoe County, Colorado!!Estimate",832,08005008400,0.026442307692307692,0.0,0.004807692307692308,0.020432692307692308,0.006009615384615385,0.020432692307692308,0.019230769230769232,0.01201923076923077,0.020432692307692308,0.09014423076923077,0.125,0.23197115384615385,0.1502403846153846,0.11057692307692307,0.0889423076923077,0.0733173076923077
