,income_total_count,census_tract,less_than_10000_percentage_total,10000_to_14999_percentage_total,15000_to_19999_percentage_total,20000_to_24999_percentage_total,25000_to_29999_percentage_total,30000_to_34999_percentage_total,35000_to_39999_percentage_total,40000_to_44999_percentage_total,45000_to_49999_percentage_total,50000_to_59999_percentage_total,60000_to_74999_percentage_total,75000_to_99999_percentage_total,100000_to_124999_percentage_total,125000_to_149999_percentage_total,150000_to_199999_percentage_total,200000_or_more_percentage_total
"Census Tract 841, Arapahoe County, Colorado!!Estimate","1,317",08005008410,0.025816249050873197,0.04403948367501898,0.03189066059225513,0.022779043280182234,0.03568716780561883,0.016704631738800303,0.07972665148063782,0.06378132118451026,0.06985573272589218,0.05239179954441914,0.0979498861047836,0.14730447987851178,0.1108580106302202,0.085041761579347,0.08580106302201974,0.030372057706909643
"Census Tract 842, Arapahoe County, Colorado!!Estimate","1,356",08005008420,0.008112094395280236,0.01032448377581121,0.06047197640117994,0.016224188790560472,0.0,0.024336283185840708,0.03466076696165192,0.04129793510324484,0.022861356932153392,0.08333333333333333,0.17256637168141592,0.21755162241887904,0.1467551622418879,0.10693215339233038,0.045722713864306784,0.008849557522123894
"Census Tract 843, Arapahoe County, Colorado!!Estimate","1,292",08005008430,0.005417956656346749,0.0,0.029411764705882353,0.014705882352941176,0.033281733746130034,0.01238390092879257,0.08591331269349846,0.03715170278637771,0.01393188854489164,0.06114551083591331,0.1021671826625387,0.13080495356037153,0.22678018575851394,0.11455108359133127,0.09520123839009288,0.03715170278637771
"Census Tract 844, Arapahoe County, Colorado!!Estimate","1,082",08005008440,0.04436229205175601,0.005545286506469501,0.0,0.0073937153419593345,0.015711645101663587,0.04251386321626617,0.0073937153419593345,0.031423290203327174,0.041589648798521256,0.08502772643253234,0.1367837338262477,0.18853974121996303,0.19038817005545286,0.08133086876155268,0.08687615526802218,0.03512014787430684
"Census Tract 845, Arapahoe County, Colorado!!Estimate","1,214",08005008450,0.042009884678747944,0.01070840197693575,0.009884678747940691,0.03212520593080725,0.026359143327841845,0.042009884678747944,0.11202635914332784,0.03542009884678748,0.03459637561779242,0.10461285008237232,0.16062602965403625,0.15321252059308071,0.13591433278418452,0.028830313014827018,0.051894563426688634,0.019769357495881382
"Census Tract 846, Arapahoe County, Colorado!!Estimate","1,995",08005008460,0.009022556390977444,0.0,0.02456140350877193,0.01904761904761905,0.039598997493734335,0.06766917293233082,0.01804511278195489,0.040100250626566414,0.042606516290726815,0.11578947368421053,0.14636591478696742,0.14085213032581453,0.11177944862155388,0.10275689223057644,0.09423558897243108,0.02756892230576441
"Census Tract 847, Arapahoe County, Colorado!!Estimate","1,673",08005008470,0.038852361028093245,0.004781829049611476,0.009563658099222952,0.015540944411237299,0.009563658099222952,0.028093245666467422,0.03945008965929468,0.0484160191273162,0.04064554692169755,0.06156604901374776,0.10759115361625822,0.21578003586371788,0.09563658099222953,0.12432755528989839,0.12372982665869695,0.03646144650328751
"Census Tract 848, Arapahoe County, Colorado!!Estimate","1,160",08005008480,0.06379310344827586,0.008620689655172414,0.0,0.03362068965517241,0.0,0.0,0.01810344827586207,0.009482758620689655,0.0,0.03189655172413793,0.1103448275862069,0.26982758620689656,0.20344827586206896,0.11551724137931034,0.07758620689655173,0.05775862068965517
"Census Tract 849, Arapahoe County, Colorado!!Estimate","1,093",08005008490,0.010978956999085087,0.007319304666056725,0.0,0.0,0.0384263494967978,0.0,0.010978956999085087,0.009149130832570906,0.0,0.03293687099725526,0.07410795974382434,0.09789569990850869,0.08142726440988106,0.11985361390667887,0.20219579139981703,0.31473010064043916
"Census Tract 850, Arapahoe County, Colorado!!Estimate",918,08005008500,0.02287581699346405,0.004357298474945534,0.02178649237472767,0.018518518518518517,0.0,0.008714596949891068,0.007625272331154684,0.02287581699346405,0.0,0.07080610021786492,0.1503267973856209,0.19498910675381265,0.08169934640522876,0.05337690631808279,0.07734204793028322,0.2647058823529412
"Census Tract 851, Arapahoe County, Colorado!!Estimate","1,873",08005008510,0.0069407367859049655,0.003203416978109984,0.004271222637479978,0.011211959423384944,0.02829684997330486,0.0,0.0,0.011745862253069941,0.026695141484249868,0.0,0.02402562733582488,0.07528029898558462,0.1382808328884143,0.05766150560597971,0.21195942338494395,0.400427122263748
"Census Tract 852, Arapahoe County, Colorado!!Estimate","1,065",08005008520,0.0,0.015023474178403756,0.005633802816901409,0.0028169014084507044,0.005633802816901409,0.04131455399061033,0.003755868544600939,0.012206572769953052,0.0028169014084507044,0.01784037558685446,0.03286384976525822,0.15023474178403756,0.11267605633802817,0.09483568075117371,0.14929577464788732,0.3530516431924883
"Census Tract 853, Arapahoe County, Colorado!!Estimate","1,078",08005008530,0.0,0.00463821892393321,0.02504638218923933,0.02411873840445269,0.045454545454545456,0.00463821892393321,0.021335807050092765,0.021335807050092765,0.006493506493506494,0.09276437847866419,0.11688311688311688,0.12523191094619665,0.06771799628942486,0.04638218923933209,0.12430426716141002,0.27365491651205937
"Census Tract 854, Arapahoe County, Colorado!!Estimate","1,499",08005008540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066711140760507,0.00600400266844563,0.03935957304869913,0.1581054036024016,0.09739826551034023,0.12274849899933289,0.19212808539026016,0.2294863242161441,0.14809873248832556
"Census Tract 855, Arapahoe County, Colorado!!Estimate","1,797",08005008550,0.0,0.0,0.0,0.008903728436282694,0.05676126878130217,0.014468558708959377,0.03951029493600445,0.010573177518085699,0.036171396772398445,0.05063995548135782,0.06399554813578186,0.13633834168057873,0.1686143572621035,0.11630495269894268,0.1352253756260434,0.16249304396215916
"Census Tract 856, Arapahoe County, Colorado!!Estimate","1,059",08005008560,0.0056657223796034,0.0,0.0,0.004721435316336166,0.0,0.007554296506137866,0.030217186024551465,0.004721435316336166,0.007554296506137866,0.0056657223796034,0.024551463644948063,0.10292728989612843,0.18885741265344666,0.16147308781869688,0.20585457979225685,0.2502360717658168
"Census Tract 857, Arapahoe County, Colorado!!Estimate","1,783",08005008570,0.056085249579360626,0.00448681996634885,0.038698822209758836,0.01065619742007852,0.00448681996634885,0.021873247335950644,0.03365114974761638,0.04150308468872686,0.04262478968031408,0.08749298934380258,0.20022434099831743,0.12731351654514864,0.08412787436904094,0.15872125630959058,0.03140773976444195,0.056646102075154234
"Census Tract 858, Arapahoe County, Colorado!!Estimate",629,08005008580,0.022257551669316374,0.00794912559618442,0.00794912559618442,0.017488076311605722,0.017488076311605722,0.030206677265500796,0.0,0.019077901430842606,0.02702702702702703,0.08108108108108109,0.14467408585055644,0.1383147853736089,0.15421303656597773,0.10651828298887123,0.1589825119236884,0.06677265500794913
"Census Tract 859, Arapahoe County, Colorado!!Estimate","2,052",08005008590,0.03313840155945419,0.018518518518518517,0.003898635477582846,0.003898635477582846,0.0,0.012670565302144249,0.01364522417153996,0.001949317738791423,0.0638401559454191,0.03167641325536062,0.07017543859649122,0.14473684210526316,0.14912280701754385,0.09502923976608187,0.21978557504873295,0.13791423001949318
"Census Tract 860.01, Arapahoe County, Colorado!!Estimate","1,228",08005086001,0.009771986970684038,0.016286644951140065,0.0,0.0,0.0,0.025244299674267102,0.0,0.0,0.0,0.013843648208469055,0.08631921824104234,0.1978827361563518,0.23289902280130292,0.1262214983713355,0.23371335504885993,0.05781758957654723
"Census Tract 860.02, Arapahoe County, Colorado!!Estimate","1,242",08005086002,0.0,0.0,0.020933977455716585,0.013687600644122383,0.0,0.015297906602254429,0.04830917874396135,0.015297906602254429,0.07004830917874397,0.050724637681159424,0.2745571658615137,0.19404186795491143,0.13768115942028986,0.09098228663446055,0.05877616747181964,0.00966183574879227
"Census Tract 861, Arapahoe County, Colorado!!Estimate","1,455",08005008610,0.0288659793814433,0.0,0.0,0.007560137457044674,0.007560137457044674,0.009621993127147767,0.06323024054982818,0.01443298969072165,0.01168384879725086,0.07422680412371134,0.08109965635738832,0.18969072164948453,0.1986254295532646,0.1140893470790378,0.12371134020618557,0.07560137457044673
"Census Tract 862, Arapahoe County, Colorado!!Estimate","2,104",08005008620,0.005228136882129277,0.019011406844106463,0.0,0.0,0.002376425855513308,0.0028517110266159697,0.0028517110266159697,0.005703422053231939,0.02328897338403042,0.04420152091254753,0.14068441064638784,0.09695817490494296,0.1535171102661597,0.219106463878327,0.13403041825095058,0.15019011406844107
"Census Tract 863, Arapahoe County, Colorado!!Estimate","1,826",08005008630,0.0312157721796276,0.01533406352683461,0.008762322015334063,0.001095290251916758,0.00547645125958379,0.02190580503833516,0.013143483023001095,0.03066812705366922,0.12814895947426067,0.05366922234392114,0.12376779846659365,0.16429353778751368,0.1566265060240964,0.08433734939759036,0.07940854326396495,0.08214676889375684
"Census Tract 864, Arapahoe County, Colorado!!Estimate",704,08005008640,0.015625,0.007102272727272727,0.0,0.008522727272727272,0.0,0.0,0.008522727272727272,0.03551136363636364,0.007102272727272727,0.018465909090909092,0.056818181818181816,0.09801136363636363,0.07528409090909091,0.07244318181818182,0.14488636363636365,0.45170454545454547
"Census Tract 865, Arapahoe County, Colorado!!Estimate","1,964",08005008650,0.023421588594704685,0.0,0.035641547861507125,0.012219959266802444,0.0,0.035641547861507125,0.014765784114052953,0.0560081466395112,0.04226069246435845,0.11914460285132383,0.12576374745417515,0.11456211812627291,0.0835030549898167,0.06720977596741344,0.059063136456211814,0.21079429735234215
"Census Tract 866, Arapahoe County, Colorado!!Estimate","2,691",08005008660,0.005202526941657376,0.026384243775548124,0.0,0.014864362690449646,0.07543664065403195,0.010405053883314752,0.0189520624303233,0.027870680044593088,0.07878112225938314,0.04979561501300632,0.11148272017837235,0.19063545150501673,0.09959123002601264,0.0713489409141583,0.0802675585284281,0.1389817911557042
"Census Tract 867, Arapahoe County, Colorado!!Estimate","1,758",08005008670,0.0335608646188851,0.02502844141069397,0.0,0.00739476678043231,0.0,0.00739476678043231,0.011376564277588168,0.008532423208191127,0.0022753128555176336,0.01478953356086462,0.025597269624573378,0.059726962457337884,0.11319681456200227,0.1353811149032992,0.23321956769055746,0.3225255972696246
"Census Tract 868.01, Arapahoe County, Colorado!!Estimate","1,651",08005086801,0.007874015748031496,0.058146577831617204,0.05027256208358571,0.06662628709872805,0.03937007874015748,0.006662628709872804,0.019382192610539067,0.05572380375529982,0.08055723803755299,0.08419139915202907,0.17928528164748636,0.16717141126589946,0.12598425196850394,0.01635372501514234,0.01756511205330103,0.02483343428225318
"Census Tract 868.02, Arapahoe County, Colorado!!Estimate","1,205",08005086802,0.00995850622406639,0.034854771784232366,0.07302904564315353,0.019087136929460582,0.0,0.02987551867219917,0.018257261410788383,0.05975103734439834,0.08298755186721991,0.06556016597510374,0.06307053941908713,0.1966804979253112,0.06804979253112033,0.11286307053941909,0.1012448132780083,0.06473029045643154
"Census Tract 869, Arapahoe County, Colorado!!Estimate","1,477",08005008690,0.06093432633716994,0.027758970886932972,0.04265402843601896,0.06770480704129993,0.10426540284360189,0.06635071090047394,0.020311442112389978,0.040622884224779957,0.04265402843601896,0.044008124576844956,0.07853757616790792,0.23425863236289776,0.11780636425186188,0.03588354773188896,0.010832769126607989,0.005416384563303994
"Census Tract 870, Arapahoe County, Colorado!!Estimate","2,145",08005008700,0.05174825174825175,0.049883449883449886,0.005128205128205128,0.01724941724941725,0.042890442890442894,0.08997668997668998,0.039160839160839164,0.05920745920745921,0.048484848484848485,0.04895104895104895,0.11421911421911422,0.18135198135198136,0.05128205128205128,0.0648018648018648,0.06340326340326341,0.07226107226107226
"Census Tract 871, Arapahoe County, Colorado!!Estimate","1,327",08005008710,0.08515448379804069,0.03541823662396383,0.027128862094951016,0.039939713639788994,0.059532780708364735,0.03617181612660136,0.07837226827430294,0.059532780708364735,0.05275056518462698,0.07159005275056518,0.17181612660135645,0.14544084400904295,0.11077618688771665,0.018839487565938208,0.006782215523737754,0.0007535795026375283
"Census Tract 872, Arapahoe County, Colorado!!Estimate","1,884",08005008720,0.11093418259023355,0.007961783439490446,0.012738853503184714,0.06157112526539278,0.04087048832271762,0.02653927813163482,0.024946921443736732,0.038747346072186835,0.06475583864118896,0.07643312101910828,0.050955414012738856,0.16666666666666666,0.08174097664543524,0.010084925690021231,0.1035031847133758,0.12154989384288747
"Census Tract 873.01, Arapahoe County, Colorado!!Estimate","1,950",08005087301,0.0,0.03948717948717949,0.0015384615384615385,0.11487179487179487,0.1282051282051282,0.013333333333333334,0.009743589743589744,0.04051282051282051,0.036923076923076927,0.16205128205128205,0.13692307692307693,0.11333333333333333,0.14717948717948717,0.03948717948717949,0.005128205128205128,0.011282051282051283
"Census Tract 873.02, Arapahoe County, Colorado!!Estimate","1,058",08005087302,0.023629489603024575,0.12476370510396975,0.01606805293005671,0.020793950850661626,0.052930056710775046,0.01890359168241966,0.0,0.06521739130434782,0.01606805293005671,0.12098298676748583,0.06899810964083176,0.11625708884688091,0.14933837429111532,0.09073724007561437,0.0,0.11531190926275993
"Census Tract 9800, Arapahoe County, Colorado!!Estimate",12,08005009800,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
"Census Tract 1.02, Denver County, Colorado!!Estimate","1,517",08031001020,0.024390243902439025,0.03295978905735003,0.032300593276203035,0.03098220171390903,0.03361898483849703,0.05471324983520105,0.013183915622940013,0.017798286090969017,0.01845748187211602,0.0,0.05800922874093606,0.14502307185234015,0.0936058009228741,0.11733684904416612,0.12788398154251812,0.1997363216875412
"Census Tract 2.01, Denver County, Colorado!!Estimate","1,472",08031002010,0.010190217391304348,0.09442934782608696,0.006114130434782609,0.06861413043478261,0.07133152173913043,0.10122282608695653,0.017663043478260868,0.029211956521739132,0.019021739130434784,0.029211956521739132,0.13722826086956522,0.18546195652173914,0.06453804347826086,0.06861413043478261,0.04483695652173913,0.052309782608695655
"Census Tract 2.02, Denver County, Colorado!!Estimate","1,814",08031002020,0.09757442116868799,0.029768467475192944,0.05512679162072767,0.015986769570011026,0.005512679162072767,0.025358324145534728,0.08324145534729879,0.016538037486218304,0.050716648291069456,0.03528114663726571,0.10804851157662625,0.1615214994487321,0.05733186328555678,0.05953693495038589,0.1515986769570011,0.046857772877618525
"Census Tract 3.01, Denver County, Colorado!!Estimate","2,558",08031003010,0.11923377638780297,0.008600469116497263,0.008209538702111024,0.02501954652071931,0.0050820953870211105,0.024237685691946835,0.01563721657544957,0.02697419859265051,0.014073494917904612,0.05433932759968726,0.0707584050039093,0.12431587177482409,0.0906958561376075,0.08326817826426897,0.17161845191555902,0.15793588741204065
"Census Tract 3.02, Denver County, Colorado!!Estimate","2,287",08031003020,0.011805859204197638,0.010494097070397902,0.045474420638390904,0.007870572802798426,0.0,0.027547004809794492,0.0,0.03323130738959335,0.024486226497595104,0.0664626147791867,0.0940096195889812,0.20113686051595978,0.08570179274158286,0.07739396589418453,0.09357236554438128,0.22081329252295584
