,race_total_count,census_tract,white_alone_percentage_total,black_or_african_american_alone_percentage_total,american_indian_and_alaska_native_alone_percentage_total,asian_alone_percentage_total,native_hawaiian_and_other_pacific_islander_alone_percentage_total,some_other_race_alone_percentage_total
"Census Tract 27.05, Denver County, Colorado","2,427",08031002705,0.8697981046559539,0.05315203955500618,0.005356407086938607,0.027606098063452822,0.00041203131437989287,0.043675319324268644
"Census Tract 27.06, Denver County, Colorado","2,999",08031002706,0.879293097699233,0.0383461153717906,0.009336445481827277,0.0436812270756919,0.0,0.029343114371457153
"Census Tract 27.07, Denver County, Colorado","2,744",08031002707,0.9008746355685131,0.028425655976676383,0.00619533527696793,0.025145772594752185,0.0007288629737609329,0.038629737609329445
"Census Tract 27.08, Denver County, Colorado","2,717",08031002708,0.8557232241442768,0.05263157894736842,0.01472211998527788,0.026499815973500183,0.003312476996687523,0.047110783952889215
"Census Tract 27.09, Denver County, Colorado","2,063",08031002709,0.8899660688317984,0.045564711585070285,0.0067862336403296175,0.022782355792535142,0.0,0.0349006301502666
"Census Tract 28.01, Denver County, Colorado","2,927",08031002801,0.9033139733515545,0.02528185855825077,0.00717458148274684,0.030748206354629312,0.0020498804236419544,0.03143149982917663
"Census Tract 28.02, Denver County, Colorado","4,256",08031002802,0.8839285714285714,0.03148496240601504,0.010573308270676691,0.03148496240601504,0.0,0.042528195488721804
"Census Tract 28.04, Denver County, Colorado","2,053",08031002804,0.9201169020944958,0.01802240623477837,0.010228933268387726,0.03019970774476376,0.000974184120798831,0.020457866536775452
"Census Tract 28.05, Denver County, Colorado","3,457",08031002805,0.922476135377495,0.025455597338733007,0.0046282904252241824,0.031530228521839745,0.00202487706103558,0.013884871275672549
"Census Tract 29.01, Denver County, Colorado","3,544",08031002901,0.92127539503386,0.018623024830699775,0.00536117381489842,0.02652370203160271,0.0019751693002257337,0.02624153498871332
"Census Tract 29.02, Denver County, Colorado","3,907",08031002902,0.95188123880215,0.0063987714358843106,0.0030714102892244687,0.020987970309700538,0.0,0.017660609163040696
"Census Tract 30.02, Denver County, Colorado","2,492",08031003002,0.9297752808988764,0.012439807383627608,0.009630818619582664,0.023675762439807384,0.0,0.024478330658105937
"Census Tract 30.03, Denver County, Colorado","2,901",08031003003,0.8752154429507066,0.033436745949672525,0.004136504653567736,0.05997931747673216,0.0003447087211306446,0.02688728024819028
"Census Tract 30.04, Denver County, Colorado","5,745",08031003004,0.8845953002610966,0.030287206266318537,0.0036553524804177544,0.057789382071366406,0.0,0.023672758920800695
"Census Tract 30.05, Denver County, Colorado","2,876",08031003005,0.933240611961057,0.01773296244784423,0.007301808066759388,0.02121001390820584,0.0,0.02051460361613352
"Census Tract 30.06, Denver County, Colorado","3,317",08031003006,0.9496533011757612,0.006029544769369913,0.0018088634308109737,0.027434428700633104,0.0,0.015073861923424782
"Census Tract 31.01, Denver County, Colorado","1,515",08031003101,0.7801980198019802,0.14455445544554454,0.009240924092409241,0.031683168316831684,0.0019801980198019802,0.03234323432343234
"Census Tract 31.02, Denver County, Colorado","3,691",08031003102,0.7905716607965321,0.12544026009211595,0.014630181522622595,0.028447575182877268,0.000270929287455974,0.0406393931183961
"Census Tract 32.02, Denver County, Colorado","3,162",08031003202,0.9003795066413662,0.04016445287792536,0.0031625553447185324,0.028146742567994938,0.0,0.028146742567994938
"Census Tract 32.03, Denver County, Colorado","2,911",08031003203,0.9615252490553075,0.006870491240123669,0.0017176228100309172,0.018550326348333906,0.0006870491240123669,0.010649261422191686
"Census Tract 32.04, Denver County, Colorado","1,953",08031003204,0.8627752176139273,0.061955965181771634,0.008704557091653867,0.033282130056323606,0.0015360983102918587,0.031746031746031744
"Census Tract 32.05, Denver County, Colorado","2,941",08031003205,0.9238354301258076,0.0217613056783407,0.0051003060183611015,0.020061203672220335,0.0013600816048962938,0.02788167290037402
"Census Tract 33, Denver County, Colorado","3,051",08031003300,0.9455916093084235,0.012782694198623401,0.0042608980662078005,0.02622091117666339,0.0,0.011143887250081941
"Census Tract 34.01, Denver County, Colorado","2,808",08031003401,0.9643874643874644,0.005698005698005698,0.002136752136752137,0.018518518518518517,0.0,0.009259259259259259
"Census Tract 34.02, Denver County, Colorado","4,483",08031003402,0.951594914120009,0.004907428061565916,0.002230649118893598,0.028329243809948695,0.00044612982377871963,0.01249163506580415
"Census Tract 35.01, Denver County, Colorado","2,565",08031003501,0.3664717348927875,0.14736842105263157,0.05146198830409357,0.0042884990253411305,0.0011695906432748538,0.42923976608187137
"Census Tract 35.02, Denver County, Colorado","2,213",08031003502,0.4360596475372797,0.03750564844103028,0.04789877993673746,0.0031631269769543608,0.0013556258472661546,0.47401717126073206
"Census Tract 36.01, Denver County, Colorado","3,610",08031003601,0.5919667590027701,0.1299168975069252,0.023545706371191136,0.014958448753462604,0.00221606648199446,0.2373961218836565
"Census Tract 36.02, Denver County, Colorado","3,627",08031003602,0.4731182795698925,0.2500689274882823,0.02867383512544803,0.017369727047146403,0.0013785497656465398,0.22939068100358423
"Census Tract 36.03, Denver County, Colorado","3,191",08031003603,0.6032591664055155,0.2955186461924162,0.010968348480100282,0.02130993418990912,0.0021936696960200563,0.06675023503603886
"Census Tract 37.01, Denver County, Colorado","3,437",08031003701,0.844340995053826,0.0808844922897876,0.010183299389002037,0.024730869944719232,0.0008728542333430317,0.038987489089322085
"Census Tract 37.02, Denver County, Colorado","4,278",08031003702,0.8814866760168303,0.04838709677419355,0.006311360448807854,0.028985507246376812,0.0011687704534829358,0.033660589060308554
"Census Tract 37.03, Denver County, Colorado","2,918",08031003703,0.8855380397532556,0.037011651816312545,0.005140507196710075,0.03941055517477725,0.00205620287868403,0.030843043180260453
"Census Tract 38.01, Denver County, Colorado","3,424",08031003801,0.916179906542056,0.01723130841121495,0.0029205607476635513,0.040011682242990655,0.0,0.023656542056074766
"Census Tract 38.02, Denver County, Colorado","3,656",08031003802,0.9097374179431073,0.028719912472647702,0.0030087527352297594,0.04157549234135667,0.0002735229759299781,0.016684901531728667
"Census Tract 39.01, Denver County, Colorado","4,894",08031003901,0.9329791581528402,0.012055578259092767,0.0014303228442991418,0.03596240294237842,0.0,0.017572537801389457
"Census Tract 39.02, Denver County, Colorado","4,160",08031003902,0.9257211538461538,0.007932692307692307,0.002403846153846154,0.03485576923076923,0.002403846153846154,0.026682692307692307
"Census Tract 40.02, Denver County, Colorado","3,218",08031004002,0.9468614045991299,0.008079552517091361,0.003418272218769422,0.027656929770043505,0.00031075201988812925,0.013673088875077687
"Census Tract 40.03, Denver County, Colorado","3,983",08031004003,0.8943007783078082,0.028872709013306554,0.007532011046949535,0.03138337936228973,0.0012553351744915891,0.03665578709515441
"Census Tract 40.04, Denver County, Colorado","1,791",08031004004,0.8961474036850922,0.035175879396984924,0.0072585147962032385,0.034059184812953655,0.0,0.027359017308766054
"Census Tract 40.05, Denver County, Colorado","3,440",08031004005,0.8473837209302325,0.03226744186046512,0.0125,0.06482558139534884,0.002616279069767442,0.04040697674418604
"Census Tract 40.06, Denver County, Colorado","4,952",08031004006,0.8883279483037156,0.02059773828756058,0.0024232633279483036,0.07572697899838449,0.0,0.012924071082390954
"Census Tract 41.01, Denver County, Colorado","4,227",08031004101,0.3886917435533475,0.4213390111189969,0.0198722498225692,0.017743080198722498,0.0014194464158978,0.15093446889046605
"Census Tract 41.02, Denver County, Colorado","3,547",08031004102,0.383704539047082,0.42261065689314914,0.016633775021144628,0.010431350436989005,0.0008457851705666761,0.16577389343106852
"Census Tract 41.03, Denver County, Colorado","4,925",08031004103,0.7348223350253807,0.2050761421319797,0.005888324873096447,0.021725888324873096,0.001218274111675127,0.03126903553299493
"Census Tract 41.04, Denver County, Colorado","3,912",08031004104,0.5973926380368099,0.3029141104294479,0.006901840490797546,0.020194274028629857,0.0,0.07259713701431493
"Census Tract 41.08, Denver County, Colorado","6,697",08031004108,0.8690458414215321,0.0506196804539346,0.002986411826190832,0.054800657010601765,0.00029864118261908315,0.022248768105121695
"Census Tract 41.09, Denver County, Colorado","2,829",08031004109,0.8048780487804879,0.05266878755744079,0.003888299752562743,0.09968186638388123,0.0010604453870625664,0.03782255213856486
"Census Tract 41.10, Denver County, Colorado","5,104",08031004110,0.728448275862069,0.11716300940438872,0.018612852664576802,0.035462382445141064,0.0,0.10031347962382445
"Census Tract 41.11, Denver County, Colorado","6,041",08031004111,0.7758649230259891,0.07647740440324449,0.008276775368316504,0.09203774209567953,0.0013242840589306405,0.04601887104783976
"Census Tract 41.12, Denver County, Colorado","5,485",08031004112,0.8069279854147675,0.08988149498632635,0.005651777575205105,0.05432999088422972,0.0005469462169553327,0.04266180492251595
"Census Tract 41.13, Denver County, Colorado","1,569",08031004113,0.8616953473550032,0.043339706819630335,0.007010834926704908,0.058636073932441045,0.0,0.029318036966220522
"Census Tract 42.01, Denver County, Colorado","4,476",08031004201,0.9128686327077749,0.03686327077747989,0.004468275245755138,0.03038427167113494,0.00044682752457551384,0.014968722073279714
"Census Tract 42.02, Denver County, Colorado","4,031",08031004202,0.8280823616968495,0.1009675018605805,0.010915405606549243,0.026048127015628877,0.0007442322004465393,0.03324237161994542
"Census Tract 43.02, Denver County, Colorado","2,460",08031004302,0.908130081300813,0.03373983739837398,0.0012195121951219512,0.025609756097560974,0.0,0.031300813008130084
"Census Tract 43.03, Denver County, Colorado","3,983",08031004303,0.9500376600552347,0.008787346221441126,0.0017574692442882249,0.02686417273412001,0.00025106703489831785,0.012302284710017574
"Census Tract 43.06, Denver County, Colorado","5,463",08031004306,0.8358045030203185,0.08585026542192935,0.006772835438403808,0.02892183781804869,0.001098297638660077,0.041552260662639576
"Census Tract 43.07, Denver County, Colorado","1,757",08031004307,0.8349459305634604,0.07569721115537849,0.01707455890722823,0.02618099032441662,0.0,0.04610130904951622
"Census Tract 43.08, Denver County, Colorado","3,699",08031004308,0.8364422816977561,0.06623411732900784,0.010273046769397134,0.04271424709380914,0.0,0.04433630711002974
"Census Tract 43.09, Denver County, Colorado","3,275",08031004309,0.8830534351145038,0.06015267175572519,0.007022900763358778,0.026564885496183206,0.0006106870229007634,0.022595419847328244
"Census Tract 43.10, Denver County, Colorado","2,136",08031004310,0.875,0.048220973782771535,0.006554307116104869,0.0351123595505618,0.00046816479400749064,0.03464419475655431
"Census Tract 44.03, Denver County, Colorado","3,579",08031004403,0.6174909192511875,0.17574741547918413,0.02347024308466052,0.021514389494272142,0.0019558535903883767,0.15982117910030735
"Census Tract 44.04, Denver County, Colorado","5,061",08031004404,0.39932819600869396,0.31772377000592766,0.017980636237897647,0.15984983204900216,0.0009879470460383323,0.10412961865244023
"Census Tract 44.06, Denver County, Colorado","3,547",08031004406,0.7967296306738089,0.10995207217366788,0.009021708486044545,0.04623625599097829,0.0,0.03806033267550042
"Census Tract 44.07, Denver County, Colorado","4,346",08031004407,0.7360791532443627,0.14933271974229176,0.009894155545329039,0.04763000460193281,0.0027611596870685687,0.054302807179015186
"Census Tract 45.03, Denver County, Colorado","3,054",08031004503,0.39620170268500327,0.05108055009823183,0.05697445972495088,0.03470857891290111,0.0029469548133595285,0.4580877537655534
"Census Tract 45.04, Denver County, Colorado","2,606",08031004504,0.4528012279355334,0.021872601688411358,0.06485034535686876,0.03338449731389102,0.0007674597083653108,0.4263238679969302
"Census Tract 45.05, Denver County, Colorado","3,336",08031004505,0.3747002398081535,0.05515587529976019,0.03657074340527578,0.040467625899280574,0.004796163069544364,0.48830935251798563
"Census Tract 45.06, Denver County, Colorado","2,802",08031004506,0.40185581727337616,0.10099928622412563,0.044967880085653104,0.09421841541755889,0.00035688793718772306,0.3576017130620985
"Census Tract 46.01, Denver County, Colorado","4,389",08031004601,0.5652768284347232,0.021645021645021644,0.05012531328320802,0.04078377762588289,0.000455684666210982,0.3217133743449533
"Census Tract 46.02, Denver County, Colorado","5,334",08031004602,0.4420697412823397,0.03449568803899512,0.05436820397450319,0.06917885264341957,0.0009373828271466067,0.3989501312335958
"Census Tract 46.03, Denver County, Colorado","4,228",08031004603,0.6054872280037843,0.015373699148533586,0.036896877956480605,0.05558183538315989,0.0004730368968779565,0.2861873226111637
"Census Tract 47, Denver County, Colorado","4,652",08031004700,0.6027515047291487,0.024935511607910577,0.034393809114359415,0.06040412725709372,0.0010748065348237317,0.2764402407566638
"Census Tract 48.01, Denver County, Colorado","2,466",08031004801,0.6934306569343066,0.015409570154095702,0.025141930251419302,0.057177615571776155,0.0012165450121654502,0.20762368207623683
"Census Tract 50.01, Denver County, Colorado","2,517",08031005001,0.7624155740961462,0.1426301152165276,0.00874056416368693,0.03496225665474772,0.0007945967421533572,0.05045689312673818
"Census Tract 50.03, Denver County, Colorado","2,475",08031005003,0.6876767676767677,0.19151515151515153,0.018585858585858588,0.03393939393939394,0.0016161616161616162,0.06666666666666667
"Census Tract 50.04, Denver County, Colorado","4,155",08031005004,0.6303249097472924,0.2368231046931408,0.013237063778580024,0.05367027677496992,0.0012033694344163659,0.06474127557160048
"Census Tract 51.02, Denver County, Colorado","3,105",08031005102,0.8743961352657005,0.03285024154589372,0.005475040257648953,0.02930756843800322,0.0,0.057971014492753624
"Census Tract 51.04, Denver County, Colorado","3,049",08031005104,0.7202361429977042,0.12397507379468678,0.022630370613315843,0.06329944244014431,0.0013119055428009183,0.06854706461134798
"Census Tract 52, Denver County, Colorado","2,946",08031005200,0.8703326544467074,0.05329260013577732,0.004073319755600814,0.035302104548540394,0.0013577732518669382,0.035641547861507125
"Census Tract 53, Denver County, Colorado","1,662",08031005300,0.8489771359807461,0.05475330926594465,0.012033694344163659,0.05415162454873646,0.0006016847172081829,0.029482551143200964
"Census Tract 55.02, Denver County, Colorado","1,538",08031005502,0.7171651495448634,0.05981794538361508,0.008452535760728219,0.1046814044213264,0.0006501950585175553,0.10923276983094929
"Census Tract 55.03, Denver County, Colorado","4,252",08031005503,0.7876293508936971,0.032455315145813735,0.019990592662276575,0.05479774223894638,0.0011759172154280338,0.1039510818438382
"Census Tract 67.01, Denver County, Colorado","3,827",08031006701,0.8406062189704729,0.043376012542461456,0.006009929448654298,0.07865168539325842,0.001567807682257643,0.02978834596289522
"Census Tract 68.04, Denver County, Colorado","3,487",08031006804,0.8448523085747061,0.05305420131918555,0.006022368798394035,0.06337826211643247,0.00028677946659019213,0.032406079724691714
"Census Tract 68.10, Denver County, Colorado","5,215",08031006810,0.684947267497603,0.1860019175455417,0.00862895493767977,0.05810162991371045,0.0005752636625119846,0.06174496644295302
"Census Tract 68.12, Denver County, Colorado","3,542",08031006812,0.8675889328063241,0.042631281761716544,0.004799548277809147,0.04743083003952569,0.001976284584980237,0.03557312252964427
"Census Tract 68.13, Denver County, Colorado","4,031",08031006813,0.589679980153808,0.2775986107665592,0.016373108409823867,0.04688662862813198,0.0012403870007442323,0.06822128504093278
"Census Tract 68.14, Denver County, Colorado","4,620",08031006814,0.6309523809523809,0.1458874458874459,0.013852813852813853,0.03787878787878788,0.004978354978354979,0.16645021645021646
"Census Tract 68.15, Denver County, Colorado","1,830",08031006815,0.8819672131147541,0.0453551912568306,0.004918032786885246,0.03825136612021858,0.00273224043715847,0.026775956284153007
"Census Tract 68.16, Denver County, Colorado","4,937",08031006816,0.7850921612315171,0.11099858213489974,0.011950577273647964,0.03767470123556816,0.0006076564715414219,0.053676321652825605
"Census Tract 68.17, Denver County, Colorado","1,868",08031006817,0.8319057815845824,0.07708779443254818,0.005888650963597431,0.044967880085653104,0.0005353319057815846,0.03961456102783726
"Census Tract 68.18, Denver County, Colorado","3,767",08031006818,0.7363950092912132,0.11308733740376958,0.008229360233607645,0.05972922750199097,0.002920095566764003,0.07963897000265463
"Census Tract 69.02, Denver County, Colorado","3,174",08031006902,0.6644612476370511,0.16225582860743543,0.018588531821046,0.03938248267170762,0.002205419029615627,0.1131064902331443
"Census Tract 69.03, Denver County, Colorado","2,221",08031006903,0.7289509230076542,0.1260693381359748,0.00765420981539847,0.041422782530391715,0.00045024763619990995,0.09545249887438091
"Census Tract 70.06, Denver County, Colorado","3,737",08031007006,0.383997859245384,0.2376237623762376,0.01578806529301579,0.15707786994915707,0.01337971635001338,0.19213272678619214
"Census Tract 70.13, Denver County, Colorado","3,296",08031007013,0.7888349514563107,0.10467233009708737,0.00849514563106796,0.05643203883495146,0.0,0.04156553398058253
"Census Tract 70.37, Denver County, Colorado","3,650",08031007037,0.3832876712328767,0.33123287671232876,0.01643835616438356,0.050684931506849315,0.0027397260273972603,0.2156164383561644
"Census Tract 70.88, Denver County, Colorado","4,217",08031007088,0.6314915816931468,0.19753379179511502,0.011145364002845624,0.05027270571496324,0.0011856770215793219,0.10837087977235
"Census Tract 70.90, Denver County, Colorado","1,400",08031007090,0.46714285714285714,0.45714285714285713,0.01,0.03571428571428571,0.0007142857142857143,0.029285714285714286
"Census Tract 70.91, Denver County, Colorado","3,333",08031007091,0.858085808580858,0.10651065106510652,0.004800480048004801,0.0168016801680168,0.0,0.013801380138013802
"Census Tract 83.04, Denver County, Colorado","3,055",08031008304,0.25662847790507365,0.265139116202946,0.028805237315875615,0.014402618657937807,0.003927986906710311,0.4310965630114566
"Census Tract 83.05, Denver County, Colorado","3,506",08031008305,0.26982316029663433,0.177124928693668,0.02424415288077581,0.011694238448374215,0.011694238448374215,0.5054192812321734
"Census Tract 83.06, Denver County, Colorado","4,910",08031008306,0.21527494908350306,0.31466395112016293,0.0164969450101833,0.022606924643584523,0.029938900203665988,0.4010183299389002
"Census Tract 83.12, Denver County, Colorado","6,544",08031008312,0.20354523227383864,0.31723716381418093,0.025366748166259168,0.03193765281173594,0.02062958435207824,0.4012836185819071
"Census Tract 83.86, Denver County, Colorado","3,693",08031008386,0.26428378012456,0.23124830760898998,0.027349038721906308,0.02545356079068508,0.001083130246412131,0.4505821825074465
"Census Tract 83.87, Denver County, Colorado","5,066",08031008387,0.22206869324911171,0.2514804579549941,0.024082116067903673,0.033951835767864195,0.003355704697986577,0.46506119226213977
"Census Tract 83.88, Denver County, Colorado","12,015",08031008388,0.3799417394923013,0.23803578859758634,0.01681231793591344,0.08855597170203912,0.02480233042030795,0.2518518518518518
"Census Tract 83.89, Denver County, Colorado","10,919",08031008389,0.34059895594834694,0.3320816924626797,0.016668193057972343,0.12757578532832678,0.0037549226119608023,0.17932045059071344
"Census Tract 83.90, Denver County, Colorado","7,407",08031008390,0.2779802889158904,0.3514243283380586,0.015795868772782502,0.10787093290130957,0.011340623734305387,0.23558795733765356
"Census Tract 83.91, Denver County, Colorado","6,582",08031008391,0.2777271346095412,0.32102704345183836,0.03813430568216348,0.11090853843816469,0.008963840777879064,0.24323913704041325
"Census Tract 119.02, Denver County, Colorado","5,388",08031011902,0.7138084632516704,0.026726057906458798,0.02951002227171492,0.045842613214550854,0.0022271714922048997,0.18188567186340016
"Census Tract 119.03, Denver County, Colorado","1,950",08031011903,0.7646153846153846,0.018974358974358976,0.03487179487179487,0.06,0.0,0.12153846153846154
"Census Tract 120.01, Denver County, Colorado","1,786",08031012001,0.8600223964165733,0.013997760358342666,0.0167973124300112,0.0425531914893617,0.004479283314669653,0.06215005599104143
"Census Tract 120.10, Denver County, Colorado","4,533",08031012010,0.8614604015001103,0.020957423339951466,0.00727994705493051,0.08052062651665563,0.0013236267372600927,0.028457974851091992
"Census Tract 120.15, Denver County, Colorado","3,492",08031012015,0.8353379152348225,0.024054982817869417,0.016895761741122565,0.049255441008018326,0.002290950744558992,0.07216494845360824
"Census Tract 120.16, Denver County, Colorado","2,281",08031012016,0.8636562911003945,0.014905743095133712,0.00789127575624726,0.04910127137220517,0.0017536168347216134,0.06269180184129768
"Census Tract 153, Denver County, Colorado","3,232",08031001530,0.8025990099009901,0.07363861386138613,0.008353960396039604,0.04888613861386139,0.0,0.06652227722772278
"Census Tract 154, Denver County, Colorado","3,908",08031001540,0.8221596724667349,0.023797338792221085,0.020726714431934492,0.03096212896622313,0.0015353121801432957,0.1008188331627431
"Census Tract 155, Denver County, Colorado","2,965",08031001550,0.7318718381112985,0.09747048903878583,0.02664418212478921,0.023608768971332208,0.0013490725126475548,0.11905564924114671
"Census Tract 156, Denver County, Colorado","5,221",08031001560,0.3752154759624593,0.06876077379812297,0.03926450871480559,0.0994062440145566,0.002681478643937943,0.4146715188661176
"Census Tract 157, Denver County, Colorado","4,730",08031001570,0.6019027484143763,0.03826638477801268,0.027906976744186046,0.09069767441860466,0.0016913319238900633,0.23953488372093024
"Census Tract 158, Denver County, Colorado","2,441",08031001580,0.3682916837361737,0.46333469889389595,0.00819336337566571,0.05325686194182712,0.018844735764031135,0.08807865628840639
"Census Tract 9801, Denver County, Colorado",4,08031009801,1.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 9802, Denver County, Colorado",221,08031009802,0.8687782805429864,0.01809954751131222,0.0,0.06787330316742081,0.0,0.04524886877828054
"Census Tract 98.06, Jefferson County, Colorado","3,923",08059009806,0.9411164924802448,0.007902115727759368,0.0050981391791995925,0.028039765485597758,0.0007647208768799389,0.017078766250318633
"Census Tract 98.07, Jefferson County, Colorado","1,583",08059009807,0.9210360075805433,0.007580543272267846,0.013265950726468731,0.01831964624131396,0.0,0.03979785217940619
"Census Tract 98.15, Jefferson County, Colorado","4,692",08059009815,0.9354219948849105,0.005115089514066497,0.004688832054560955,0.030051150895140665,0.0008525149190110827,0.023870417732310314
"Census Tract 98.23, Jefferson County, Colorado","3,996",08059009823,0.9174174174174174,0.012262262262262262,0.005005005005005005,0.023773773773773772,0.0005005005005005005,0.04104104104104104
"Census Tract 98.24, Jefferson County, Colorado","4,449",08059009824,0.894807821982468,0.008091706001348618,0.011238480557428635,0.04720161834120027,0.0011238480557428637,0.03753652506181164
"Census Tract 98.27, Jefferson County, Colorado","5,608",08059009827,0.8519971469329529,0.02086305278174037,0.008559201141226819,0.07738944365192582,0.0007132667617689016,0.040477888730385166
"Census Tract 98.28, Jefferson County, Colorado","4,815",08059009828,0.9123572170301142,0.009553478712357217,0.008307372793354102,0.040498442367601244,0.0014537902388369677,0.02782969885773624
"Census Tract 98.29, Jefferson County, Colorado","1,569",08059009829,0.9216061185468452,0.010197578075207138,0.0012746972594008922,0.03760356915232632,0.0006373486297004461,0.028680688336520075
"Census Tract 98.30, Jefferson County, Colorado","1,925",08059009830,0.8888311688311689,0.023376623376623377,0.008831168831168832,0.028051948051948054,0.0005194805194805195,0.05038961038961039
"Census Tract 98.31, Jefferson County, Colorado","2,381",08059009831,0.7988240235195296,0.036539269214615706,0.019319613607727847,0.052078958420831586,0.0020999580008399833,0.09113817723645527
"Census Tract 98.32, Jefferson County, Colorado","2,260",08059009832,0.8601769911504424,0.016371681415929203,0.01327433628318584,0.03716814159292035,0.001327433628318584,0.07168141592920355
"Census Tract 98.33, Jefferson County, Colorado","4,825",08059009833,0.8816580310880829,0.026321243523316062,0.015751295336787565,0.02072538860103627,0.0002072538860103627,0.05533678756476684
"Census Tract 98.34, Jefferson County, Colorado","3,971",08059009834,0.8959959707882146,0.013598589775875095,0.008813900780659783,0.03248552002014606,0.0002518257365902795,0.048854192898514226
"Census Tract 98.35, Jefferson County, Colorado","3,278",08059009835,0.9551555826723612,0.006711409395973154,0.003965832824893227,0.016778523489932886,0.0009151921903599756,0.01647345942647956
"Census Tract 98.36, Jefferson County, Colorado","3,747",08059009836,0.9538297304510275,0.0040032025620496394,0.005070723245262877,0.0229516946890846,0.0,0.014144649052575394
"Census Tract 98.37, Jefferson County, Colorado","7,251",08059009837,0.9365604744173217,0.005930216521859054,0.0022065921941801132,0.03916701144669701,0.0,0.016135705419942078
"Census Tract 98.38, Jefferson County, Colorado","4,966",08059009838,0.9399919452275474,0.004430124848973017,0.0038260169150221507,0.04067660088602497,0.0,0.011075312122432542
"Census Tract 98.39, Jefferson County, Colorado","2,155",08059009839,0.945707656612529,0.0037122969837587007,0.00974477958236659,0.020417633410672854,0.0004640371229698376,0.019953596287703015
"Census Tract 98.40, Jefferson County, Colorado","3,379",08059009840,0.9419946729801717,0.007990529742527374,0.0056229653743711154,0.021012133767386802,0.0005918910920390648,0.022787807043503996
"Census Tract 98.41, Jefferson County, Colorado","2,127",08059009841,0.9322990126939351,0.0061118946873530795,0.012223789374706159,0.021626704278326282,0.0,0.02773859896567936
"Census Tract 98.42, Jefferson County, Colorado","3,177",08059009842,0.9313818067359144,0.006295247088448221,0.0028328611898017,0.042492917847025496,0.0,0.0169971671388102
"Census Tract 98.45, Jefferson County, Colorado","3,771",08059009845,0.9604879342349509,0.0026518164942985947,0.003977724741447892,0.026518164942985947,0.0,0.006364359586316627
"Census Tract 98.46, Jefferson County, Colorado","4,747",08059009846,0.9610280176953866,0.0033705498209395408,0.004634506003791869,0.015799452285654096,0.0006319780914261639,0.014535496102801769
"Census Tract 98.47, Jefferson County, Colorado","3,108",08059009847,0.971042471042471,0.0032175032175032173,0.003861003861003861,0.007722007722007722,0.0,0.014157014157014158
"Census Tract 98.48, Jefferson County, Colorado","2,481",08059009848,0.9701733172108021,0.0036275695284159614,0.002015316404675534,0.010882708585247884,0.00040306328093510683,0.012898024989923419
"Census Tract 98.50, Jefferson County, Colorado","2,456",08059009850,0.9613192182410424,0.004478827361563518,0.003257328990228013,0.015879478827361564,0.0,0.01506514657980456
"Census Tract 98.51, Jefferson County, Colorado","3,647",08059009851,0.9410474362489718,0.006580751302440362,0.007129147244310392,0.028242391006306555,0.0005483959418700301,0.016451878256100904
"Census Tract 98.52, Jefferson County, Colorado","4,180",08059009852,0.9547846889952153,0.0035885167464114833,0.0033492822966507177,0.018421052631578946,0.0007177033492822966,0.019138755980861243
"Census Tract 98.53, Jefferson County, Colorado","2,538",08059009853,0.9405043341213554,0.003940110323089046,0.004334121355397951,0.03467297084318361,0.0,0.016548463356973995
"Census Tract 98.54, Jefferson County, Colorado","5,177",08059009854,0.9646513424763377,0.002511106818620823,0.0015452965037666602,0.01989569248599575,0.00019316206297083252,0.011203399652308287
"Census Tract 98.55, Jefferson County, Colorado","3,187",08059009855,0.9005334170065893,0.009413241292751805,0.0031377470975839346,0.06463759021022905,0.0015688735487919673,0.02070913084405397
"Census Tract 98.56, Jefferson County, Colorado","2,655",08059009856,0.8685499058380415,0.009792843691148776,0.018455743879472693,0.025235404896421846,0.0,0.07796610169491526
"Census Tract 98.57, Jefferson County, Colorado","2,705",08059009857,0.933456561922366,0.008502772643253234,0.0003696857670979667,0.04029574861367837,0.0003696857670979667,0.017005545286506468
"Census Tract 98.58, Jefferson County, Colorado","3,075",08059009858,0.9635772357723578,0.003902439024390244,0.0045528455284552845,0.012032520325203253,0.0006504065040650406,0.015284552845528456
"Census Tract 99.01, Jefferson County, Colorado","2,957",08059009901,0.9117348664186675,0.01217450118363206,0.007101792357118702,0.049036185322962465,0.00033818058843422386,0.019614474129184985
"Census Tract 100.01, Jefferson County, Colorado","3,829",08059010001,0.8769913815617655,0.03943588404283103,0.00835727343954035,0.0501436406372421,0.00026116479498563595,0.024810655523635414
"Census Tract 101, Jefferson County, Colorado","4,306",08059001010,0.8745935903390618,0.01695308871342313,0.012540640966093822,0.034370645610775664,0.0013934045517882026,0.06014862981885741
"Census Tract 102.05, Jefferson County, Colorado","2,372",08059010205,0.9586846543001686,0.0037942664418212477,0.0016863406408094434,0.023187183811129847,0.0008431703204047217,0.011804384485666104
"Census Tract 102.06, Jefferson County, Colorado","3,641",08059010206,0.9230980499862675,0.008239494644328481,0.008514144465806098,0.018401538039000274,0.0010985992859104642,0.04064817357868718
"Census Tract 102.08, Jefferson County, Colorado","4,976",08059010208,0.8637459807073955,0.016881028938906754,0.017282958199356914,0.039590032154340836,0.0012057877813504824,0.061294212218649516
"Census Tract 102.09, Jefferson County, Colorado","5,628",08059010209,0.8459488272921108,0.022388059701492536,0.01830135039090263,0.04388770433546553,0.0007107320540156361,0.06876332622601279
