,income_total_count,census_tract,less_than_10000_percentage_total,10000_to_14999_percentage_total,15000_to_19999_percentage_total,20000_to_24999_percentage_total,25000_to_29999_percentage_total,30000_to_34999_percentage_total,35000_to_39999_percentage_total,40000_to_44999_percentage_total,45000_to_49999_percentage_total,50000_to_59999_percentage_total,60000_to_74999_percentage_total,75000_to_99999_percentage_total,100000_to_124999_percentage_total,125000_to_149999_percentage_total,150000_to_199999_percentage_total,200000_or_more_percentage_total,race_total_count,white_alone_percentage_total,black_or_african_american_alone_percentage_total,american_indian_and_alaska_native_alone_percentage_total,asian_alone_percentage_total,native_hawaiian_and_other_pacific_islander_alone_percentage_total,some_other_race_alone_percentage_total,home_own_rent_total,owner_occupied_percentage_total,renter_occupied_percentage_total,less_than_10000_standardized,10000_to_14999_standardized,15000_to_19999_standardized,20000_to_24999_standardized,25000_to_29999_standardized,30000_to_34999_standardized,35000_to_39999_standardized,40000_to_44999_standardized,45000_to_49999_standardized,50000_to_59999_standardized,60000_to_74999_standardized,75000_to_99999_standardized,100000_to_124999_standardized,125000_to_149999_standardized,150000_to_199999_standardized,200000_or_more_standardized,white_alone_standardized,black_or_african_american_alone_standardized,american_indian_and_alaska_native_alone_standardized,asian_alone_standardized,native_hawaiian_and_other_pacific_islander_alone_standardized,some_other_race_alone_standardized,owner_occupied_standardized,renter_occupied_standardized
341,"2,063",8031003205,0.065923413,0.061560834,0.017450315,0.008725158,0.028599127,0.059137179,0.086766844,0.018904508,0.046534174,0.073679108,0.111003393,0.066408143,0.050412021,0.042171595,0.121667475,0.141056714,"2,941",0.92383543,0.021761306,0.005100306,0.020061204,0.001360082,0.027881673,,,,0.20771107,0.222480575,0.10470189,0.026175473,0.134429715,0.331838583,0.496937382,0.115410472,0.244744599,0.253717574,0.401791423,0.151790042,0.050412021,0.142139014,0.313279053,0.21158507,0.904370502,0.046966708,0.02550153,0.067570163,0.044997092,0.054847047,,
342,"1,360",8031003300,0.033088235,0.034558824,0.022058824,0.011029412,0.049264706,0.025735294,0.019117647,0.016176471,0.010294118,0.0375,0.055882353,0.0625,0.115441176,0.070588235,0.127205882,0.309558824,"3,051",0.945591609,0.012782694,0.004260898,0.026220911,0,0.011143887,"1,442",0.696255201,0.303744799,0.104254202,0.124895432,0.132352941,0.033088235,0.231567917,0.144409383,0.109491979,0.098756027,0.054141494,0.129133065,0.202273547,0.142857143,0.115441176,0.237917068,0.327539784,0.464338235,0.931686779,0.027588467,0.02130449,0.088317295,0,0.021921543,0.712025044,0.287974956
343,"1,307",8031003401,0.013006886,0.017597552,0.006120888,0.029839327,0.006885998,0,0.020657995,0.020657995,0.020657995,0.074980872,0.039020658,0.103289977,0.109410865,0.079571538,0.104055088,0.354246366,"2,808",0.964387464,0.005698006,0.002136752,0.018518519,0,0.009259259,"1,330",0.736842105,0.263157895,0.040982014,0.063597472,0.036725325,0.08951798,0.032367519,0,0.118313974,0.126115369,0.108649889,0.258200262,0.141240419,0.236091376,0.109410865,0.268195216,0.267929285,0.531369549,0.955286179,0.012297818,0.010683761,0.06237409,0,0.018214224,0.753777595,0.246222405
344,"1,806",8031003402,0.022702104,0.011627907,0.013289037,0.026024363,0.004429679,0.013842746,0.010520487,0.013842746,0.013842746,0.046511628,0.024916944,0.059800664,0.091915836,0.03709856,0.15559247,0.454042082,"4,483",0.951594914,0.004907428,0.002230649,0.028329244,0.00044613,0.012491635,"1,977",0.816388467,0.183611533,0.071529645,0.042023203,0.079734219,0.07807309,0.020821631,0.077676302,0.0602537,0.084508832,0.072805364,0.160165041,0.090190164,0.136687233,0.091915836,0.125040394,0.400631818,0.681063123,0.939224313,0.01059154,0.011153246,0.095418583,0.014759809,0.024572747,0.835608512,0.164391488
345,822,8031003501,0.086374696,0.035279805,0.054744526,0.060827251,0.069343066,0.032846715,0,0,0.075425791,0.083941606,0.143552311,0.218978102,0.060827251,0.01946472,0.035279805,0.023114355,"2,565",0.366471735,0.147368421,0.051461988,0.004288499,0.001169591,0.429239766,,,,0.272148843,0.127501057,0.328467153,0.182481752,0.325945908,0.184313957,0,0,0.396698889,0.289056981,0.519606526,0.500521376,0.060827251,0.06560568,0.090841238,0.034671533,0.204564665,0.318060403,0.257309942,0.014444526,0.038694868,0.844373061,,
346,893,8031003502,0.043673012,0.089585666,0.016797312,0.048152296,0.050391937,0.001119821,0.078387458,0.06718925,0.127659574,0.023516237,0.101903695,0.110862262,0.106382979,0.025755879,0.032474804,0.076147816,"2,213",0.436059648,0.037505648,0.04789878,0.003163127,0.001355626,0.474017171,,,,0.13760465,0.323762194,0.100783875,0.144456887,0.236866449,0.006283691,0.44894635,0.410184862,0.671420357,0.080979301,0.368853867,0.253399456,0.106382979,0.086809979,0.083618698,0.114221725,0.291936749,0.080947204,0.2394939,0.010654047,0.044849678,0.932456313,,
347,"1,614",8031003601,0.060718711,0.111524164,0.03283767,0.041511772,0.043990087,0.033457249,0.04708798,0.021065675,0.034696406,0.058240397,0.0377943,0.105947955,0.115241636,0.091697646,0.060718711,0.103469641,"3,610",0.591966759,0.129916898,0.023545706,0.014958449,0.002216066,0.237396122,"1,595",0.473354232,0.526645768,0.19131213,0.403047824,0.197026022,0.124535316,0.206774659,0.187739867,0.269685705,0.128604221,0.182484343,0.200553624,0.136801454,0.242166755,0.115241636,0.309066163,0.156343348,0.155204461,0.487688118,0.280395355,0.117728532,0.05038306,0.073316592,0.466990493,0.482722407,0.517277593
348,"1,607",8031003602,0.085252022,0.032980709,0.067828251,0.074673304,0.014934661,0.005600498,0.005600498,0.061605476,0.080273802,0.095208463,0.095830741,0.102053516,0.094586185,0.04044804,0.107031736,0.036092097,"3,627",0.47311828,0.250068927,0.028673835,0.017369727,0.00137855,0.229390681,"1,457",0.539464653,0.460535347,0.268611531,0.119192135,0.406969508,0.224019913,0.070200121,0.031426275,0.032075578,0.376096382,0.422196808,0.327854949,0.346872006,0.233265179,0.094586185,0.136329787,0.275593794,0.054138146,0.338466236,0.539715519,0.143369176,0.058504729,0.045608095,0.451242701,0.550731505,0.449268495
349,"1,434",8031003603,0.146443515,0.029288703,0.028591353,0.016039052,0.018131102,0.013249651,0.043933054,0.033472803,0.032078103,0.055788006,0.10460251,0.094142259,0.050209205,0.056485356,0.150627615,0.126917713,"3,191",0.603259166,0.295518646,0.010968348,0.021309934,0.00219367,0.066750235,"1,381",0.615496017,0.384503983,0.461413296,0.10584924,0.171548117,0.048117155,0.085224938,0.074348246,0.251616584,0.204348721,0.168713483,0.192108697,0.378622584,0.215182307,0.050209205,0.190383428,0.387847917,0.190376569,0.501866459,0.637808148,0.054841742,0.071776138,0.072575614,0.1313068,0.628946474,0.371053526
350,"1,763",8031003701,0.056154282,0.008508225,0.016449234,0.077141237,0.052750993,0.032898469,0.039705048,0.022688599,0.039137833,0.053885423,0.078275666,0.138967669,0.064662507,0.105501985,0.059557572,0.153715258,"3,437",0.844340995,0.080884492,0.010183299,0.02473087,0.000872854,0.038987489,"1,645",0.342857143,0.657142857,0.176930557,0.030748685,0.098695406,0.23142371,0.247955149,0.184604362,0.22740164,0.138512037,0.205843847,0.18555706,0.2833291,0.317640386,0.064662507,0.355593577,0.153353556,0.230572887,0.804560144,0.174570332,0.050916497,0.083298537,0.028877607,0.076693699,0.348477469,0.651522531
351,"2,631",8031003702,0.095400988,0.019004181,0.019384265,0.0672748,0.021284683,0.024325352,0.053211707,0.055112125,0.019764348,0.130368681,0.098821741,0.10604333,0.109083998,0.031166857,0.028506271,0.121246674,"4,278",0.881486676,0.048387097,0.00631136,0.028985507,0.00116877,0.033660589,"2,699",0.316413486,0.683586514,0.300588828,0.068681024,0.116305587,0.201824401,0.100048291,0.136497722,0.304757956,0.336455004,0.103949788,0.448930862,0.357698326,0.242384753,0.109083998,0.105047635,0.073400206,0.181870011,0.851198927,0.104432275,0.031556802,0.09762901,0.038667733,0.066214962,0.321274356,0.678725644
352,"1,617",8031003703,0.05380334,0.105132962,0.051329623,0.035868893,0.025974026,0.046382189,0.029066172,0.021645022,0.040816327,0.118738404,0.113790971,0.068027211,0.065553494,0.013605442,0.063079777,0.147186147,"2,918",0.88553804,0.037011652,0.005140507,0.039410555,0.002056203,0.030843043,"1,583",0.358812382,0.641187618,0.169523221,0.379950051,0.307977737,0.107606679,0.12209047,0.26026605,0.166469894,0.132141083,0.214671815,0.408881441,0.411881429,0.155490768,0.065553494,0.045857031,0.162422808,0.220779221,0.856285674,0.079881027,0.025702536,0.132742665,0.068027647,0.060672465,0.364890939,0.635109061
353,"2,208",8031003801,0.025362319,0.05615942,0.046195652,0.121376812,0.00634058,0.037137681,0.015851449,0.028532609,0.016304348,0.049818841,0.077898551,0.091485507,0.15307971,0.051630435,0.11548913,0.107336957,"3,424",0.916179907,0.017231308,0.002920561,0.040011682,0,0.023656542,,,,0.079911433,0.202959891,0.277173913,0.364130435,0.029803788,0.208392008,0.090785573,0.174189237,0.085752056,0.171553588,0.281964079,0.209109731,0.15307971,0.174019957,0.297370563,0.161005435,0.894758501,0.037189765,0.014602804,0.134767382,0,0.046535639,,
354,"1,948",8031003802,0.045687885,0,0.008213552,0.011293634,0.031314168,0.008213552,0.018480493,0.055954825,0.011293634,0.043634497,0.005646817,0.039014374,0.111909651,0.076488706,0.189938398,0.342915811,"3,656",0.909737418,0.028719912,0.003008753,0.041575492,0.000273523,0.016684902,,,,0.143953098,0,0.049281314,0.033880903,0.147191719,0.046089002,0.105842822,0.341599623,0.059398413,0.150257501,0.0204394,0.089175711,0.111909651,0.257804558,0.489068436,0.514373717,0.886669544,0.06198524,0.015043764,0.140034608,0.009049265,0.032821473,,
355,"2,201",8031003901,0.032712403,0.010449796,0.01726488,0.013630168,0.017719219,0.009995457,0.027260336,0.027714675,0.019082235,0.041344843,0.109495684,0.09404816,0.105406633,0.046342572,0.106315311,0.321217628,"4,894",0.932979158,0.012055578,0.001430323,0.035962403,0,0.017572538,"2,126",0.795390405,0.204609595,0.103070033,0.037765514,0.103589278,0.040890504,0.083288887,0.056087866,0.15612738,0.16919582,0.100362243,0.142372968,0.39633407,0.214967223,0.105406633,0.156197258,0.273749086,0.481826443,0.915851038,0.026019157,0.007151614,0.121128596,0,0.034567574,0.814007389,0.185992611
356,"1,646",8031003902,0.020656136,0.0036452,0,0.017010936,0.021871203,0.02490887,0.012758202,0.006075334,0.013365735,0.052855407,0.086269745,0.073511543,0.117861482,0.098420413,0.134872418,0.315917375,"4,160",0.925721154,0.007932692,0.002403846,0.034855769,0.002403846,0.026682692,"1,771",0.782608696,0.217391304,0.065083222,0.013173738,0,0.051032807,0.10280522,0.13977204,0.073069701,0.037089417,0.070296542,0.182010152,0.312264721,0.168026384,0.117861482,0.331725196,0.347280187,0.473876063,0.906738149,0.017120868,0.012019231,0.117401231,0.079529116,0.052488489,0.800858592,0.199141408
357,"1,298",8031004002,0.006933744,0,0.006933744,0.028505393,0.006933744,0.030046225,0.020801233,0.025423729,0.040061633,0.092449923,0.018489985,0.109399076,0.079352851,0.157164869,0.070878274,0.306625578,"3,218",0.946861405,0.008079553,0.003418272,0.02765693,0.000310752,0.013673089,"1,331",0.882043576,0.117956424,0.021846797,0,0.041602465,0.085516179,0.032591947,0.168599465,0.119134333,0.15520978,0.210702536,0.318355783,0.066926938,0.25005503,0.079352851,0.529722903,0.182502996,0.459938367,0.933281088,0.017437832,0.017091361,0.093154094,0.010280955,0.026896827,0.903149221,0.096850779
358,"1,958",8031004003,0.030132789,0.005617978,0.058222676,0.018896834,0.040347293,0.009193054,0.007660878,0.015321757,0.034729316,0.067926456,0.06741573,0.155771195,0.211440245,0.09959142,0.111848825,0.065883555,"3,983",0.894300778,0.028872709,0.007532011,0.031383379,0.001255335,0.036655787,"1,903",0.717288492,0.282711508,0.094942199,0.020303345,0.349336057,0.056690501,0.189651769,0.051585316,0.04387594,0.09353807,0.182657428,0.233908037,0.244020128,0.356048446,0.211440245,0.335672064,0.287997217,0.098825332,0.867287854,0.062315016,0.037660055,0.105705525,0.04153165,0.072106924,0.733662406,0.266337594
359,846,8031004004,0.03427896,0.022458629,0.043735225,0.01536643,0.041371158,0.040189125,0.008274232,0.098108747,0.030732861,0.055555556,0.075650118,0.09929078,0.15248227,0.026004728,0.06501182,0.191489362,"1,791",0.896147404,0.035175879,0.007258515,0.034059185,0,0.027359017,812,0.858374384,0.141625616,0.108005929,0.081165383,0.262411348,0.046099291,0.194464431,0.225514687,0.047388781,0.598945859,0.161638234,0.191308244,0.273825581,0.226950355,0.15248227,0.087648723,0.167397586,0.287234043,0.86960641,0.07591894,0.036292574,0.114718175,0,0.053818912,0.878800255,0.121199745
360,"1,654",8031004005,0.062273277,0.032043531,0.029020556,0,0.019347037,0.025997582,0.034461911,0.053204353,0.045949214,0.180169287,0.127569528,0.185006046,0.037484885,0.028415961,0.055622733,0.083434099,"3,440",0.847383721,0.032267442,0.0125,0.064825581,0.002616279,0.040406977,"1,701",0.235155791,0.764844209,0.196210245,0.115805176,0.174123337,0,0.090940423,0.145881167,0.19737276,0.324808215,0.241668028,0.620421656,0.461754735,0.422870962,0.037484885,0.095775765,0.143221819,0.125151149,0.808380482,0.069641756,0.0625,0.218345578,0.08655727,0.079486025,0.237682957,0.762317043
361,"1,992",8031004006,0.089859438,0.039156627,0.018574297,0.023594378,0.067269076,0.037650602,0.078313253,0.057730924,0.017068273,0.067771084,0.028614458,0.053714859,0.019076305,0.060742972,0.066767068,0.274096386,"4,952",0.888327948,0.020597738,0.002423263,0.075726979,0,0.012924071,"1,962",0.564220183,0.435779817,0.283128546,0.141511871,0.111445783,0.070783133,0.316197156,0.211270182,0.448521358,0.352442557,0.08976989,0.233373008,0.103573804,0.122776822,0.019076305,0.204733689,0.171917137,0.411144578,0.859788583,0.044455419,0.012116317,0.255063674,0,0.025423407,0.576198009,0.423801991
362,"1,803",8031004101,0.08985025,0.069883527,0.058790904,0.041042707,0.044925125,0.0427066,0.054353855,0.046589018,0.012201886,0.106489185,0.072102052,0.173599556,0.048807543,0.031059346,0.062118691,0.045479756,"4,227",0.388691744,0.421339011,0.01987225,0.01774308,0.001419446,0.150934469,"1,366",0.390922401,0.609077599,0.283099596,0.252558753,0.352745424,0.12312812,0.211169789,0.239641084,0.31129935,0.284422138,0.064175323,0.36670066,0.260982888,0.396798986,0.048807543,0.10468527,0.159948127,0.068219634,0.23246331,0.909362092,0.099361249,0.059762258,0.046961124,0.29690865,0.397923151,0.602076849
363,"1,346",8031004102,0.086181278,0.034918276,0.055720654,0,0.027488856,0.019316493,0.102526003,0.026002972,0.035661218,0.104754829,0.146359584,0.133729569,0.077265973,0.043833581,0.054977712,0.051263001,"3,547",0.383704539,0.422610657,0.016633775,0.01043135,0.000845785,0.165773893,"1,356",0.549410029,0.450589971,0.271539423,0.126194493,0.334323923,0,0.129210902,0.108391335,0.587194381,0.158746011,0.187558733,0.360728323,0.529767819,0.305667586,0.077265973,0.147740725,0.141560968,0.076894502,0.226201555,0.912106643,0.083168875,0.035134883,0.027982051,0.326099819,0.56096251,0.43903749
364,"2,201",8031004103,0.020899591,0,0.006815084,0,0.043616538,0.024534303,0.007269423,0.005452067,0.078146297,0.062244434,0.039073149,0.084507042,0.08132667,0.106315311,0.097682871,0.342117219,"4,925",0.734822335,0.205076142,0.005888325,0.021725888,0.001218274,0.031269036,"2,087",0.868711069,0.131288931,0.065850299,0,0.040890504,0,0.205018799,0.137670216,0.041633968,0.033284424,0.411007282,0.214341722,0.141430415,0.193158954,0.08132667,0.358334885,0.251521596,0.513175829,0.667052448,0.442609074,0.029441624,0.073177155,0.040305517,0.06151045,0.889433807,0.110566193
365,"1,919",8031004104,0.038561751,0.018238666,0,0.011464304,0.02970297,0.030224075,0.015633142,0.020323085,0.032829599,0.067222512,0.057842626,0.1208963,0.137050547,0.058363731,0.156331423,0.205315268,"3,912",0.597392638,0.30291411,0.00690184,0.020194274,0,0.072597137,"1,772",0.762979684,0.237020316,0.12150012,0.065914456,0,0.034392913,0.13961831,0.169597441,0.089535269,0.124070768,0.172665944,0.231483972,0.209369016,0.2763344,0.137050547,0.196714477,0.402534533,0.307972903,0.494500657,0.653769535,0.034509202,0.068018371,0,0.142808453,0.780665839,0.219334161
366,"2,426",8031004108,0.011953833,0,0.004946414,0.044517725,0.037098104,0.011953833,0.005770816,0.008244023,0.006183017,0.035449299,0.020610058,0.065539984,0.102225886,0.115416323,0.218466612,0.311624073,"6,697",0.869045841,0.05061968,0.002986412,0.054800657,0.000298641,0.022248768,,,,0.037664063,0,0.029678483,0.133553174,0.17437901,0.067076976,0.033051038,0.050329085,0.032519329,0.122071377,0.074600822,0.149805677,0.102225886,0.389009771,0.56252514,0.467436109,0.835578662,0.109250787,0.014932059,0.184579619,0.009880278,0.043766356,,
367,378,8031004109,0.063492063,0,0,0,0,0,0,0.071428571,0,0.018518519,0.018518519,0.116402116,0.137566138,0.222222222,0.134920635,0.216931217,"2,829",0.804878049,0.052668788,0.0038883,0.099681866,0.001060445,0.037822552,,,,0.200050391,0,0,0,0,0,0,0.436065574,0,0.063769415,0.06703022,0.26606198,0.137566138,0.748998179,0.34740434,0.325396825,0.755011886,0.113673307,0.019441499,0.335748546,0.035083894,0.07440211,,
368,"1,019",8031004110,0.004906771,0.052011776,0.014720314,0,0.022571148,0,0,0.034347399,0,0.052993131,0.016683023,0.015701668,0.24828263,0.041216879,0.093228656,0.403336605,"5,104",0.728448276,0.117163009,0.018612853,0.035462382,0,0.10031348,,,,0.015460224,0.187970325,0.088321884,0,0.1060953,0,0,0.209688058,0,0.182484409,0.060386401,0.035889528,0.24828263,0.138921154,0.240052529,0.605004907,0.659049409,0.252869059,0.093064263,0.119444426,0,0.197330272,,
369,"1,857",8031004111,0.011308562,0,0,0,0,0.010231556,0.031233172,0.030694669,0.015616586,0.078082929,0.013462574,0.025848142,0.120624663,0.108777598,0.226709747,0.327409801,"6,041",0.775864923,0.076477404,0.008276775,0.092037742,0.001324284,0.046018871,,,,0.035630946,0,0,0,0,0.0574127,0.178880893,0.187388437,0.0821348,0.268882346,0.048729562,0.059081468,0.120624663,0.366634003,0.583750218,0.491114701,0.718584048,0.16505866,0.041383877,0.3100016,0.043812762,0.090525385,,
370,"2,469",8031004112,0.025921426,0.01417578,0.042527339,0.026326448,0.032401782,0.029161604,0,0.039287161,0.049007695,0.101255569,0.064803564,0.119076549,0.074119077,0.066423653,0.10854597,0.206966383,"5,485",0.806927985,0.089881495,0.005651778,0.054329991,0.000546946,0.042661805,,,,0.081673063,0.051231204,0.255164034,0.078979344,0.152304029,0.163635559,0,0.239844896,0.257753987,0.348678452,0.234565048,0.27217497,0.074119077,0.223880379,0.279492763,0.310449575,0.757585713,0.193988266,0.028258888,0.182994321,0.01809523,0.083921579,,
371,591,8031004113,0.00676819,0,0,0,0,0.025380711,0.028764805,0.011844332,0,0.067681895,0.042301184,0.10998308,0.091370558,0.181049069,0.130287648,0.304568528,"1,569",0.861695347,0.043339707,0.007010835,0.058636074,0,0.029318037,,,,0.021325169,0,0,0,0,0.142419696,0.164743886,0.072308674,0,0.233065881,0.153114717,0.251389896,0.091370558,0.610224404,0.335474959,0.456852792,0.826349646,0.09353866,0.035054175,0.197498073,0,0.05767257,,
372,"1,871",8031004201,0.031533939,0.004275788,0.011223944,0.022982362,0.041154463,0.028327098,0.003741315,0.008017103,0.016034206,0.03313736,0.057188669,0.110636024,0.080171032,0.176910743,0.085515767,0.289150187,"4,476",0.912868633,0.036863271,0.004468275,0.030384272,0.000446828,0.014968722,"1,889",0.776601376,0.223398624,0.099356935,0.01545268,0.067343666,0.068947087,0.193445857,0.158952865,0.02142753,0.048943758,0.084331258,0.114110102,0.207001931,0.252882339,0.080171032,0.596276209,0.220192772,0.433725281,0.890600985,0.079560782,0.022341376,0.102340329,0.014782892,0.029445514,0.794678744,0.205321256
373,"1,583",8031004202,0.012002527,0.005685407,0.084017688,0.02590019,0,0.022109918,0.017687934,0.006317119,0.006317119,0.024636766,0.08780796,0.053063803,0.137713203,0.106759318,0.157927985,0.252053064,"4,031",0.828082362,0.100967502,0.010915406,0.026048127,0.000744232,0.033242372,"1,560",0.823717949,0.176282051,0.037817485,0.020547037,0.504106128,0.077700569,0,0.124066179,0.101303624,0.038565496,0.033224633,0.084837895,0.317832492,0.121288692,0.137713203,0.359831405,0.406645488,0.378079596,0.784146388,0.217914829,0.054577028,0.087735323,0.024622262,0.065392271,0.843148494,0.156851506
374,"1,191",8031004302,0.006717045,0.0302267,0.024349286,0.011754828,0,0.078085642,0.015952981,0.013434089,0,0.090680101,0.117548279,0.145256087,0.14861461,0.07472712,0.087321579,0.155331654,"2,460",0.908130081,0.033739837,0.001219512,0.025609756,0,0.031300813,"1,187",0.716090986,0.283909014,0.021164021,0.109239158,0.146095718,0.035264484,0,0.438164778,0.091367071,0.082014012,0,0.312261315,0.4254815,0.332013914,0.14861461,0.251867146,0.224842519,0.232997481,0.88465143,0.072819578,0.006097561,0.086258802,0,0.061572961,0.732430508,0.267569492
375,"1,432",8031004303,0.032122905,0.006284916,0,0.023044693,0.006284916,0.005586592,0.011871508,0,0.01047486,0.032122905,0.080307263,0.060055866,0.059357542,0.041201117,0.136173184,0.495111732,"3,983",0.95003766,0.008787346,0.001757469,0.026864173,0.000251067,0.012302285,"1,563",0.907229687,0.092770313,0.101212645,0.022713659,0,0.069134078,0.029542142,0.031348246,0.067991366,0,0.055092103,0.110616778,0.29068273,0.137270551,0.059357542,0.138868028,0.350629504,0.742667598,0.93726908,0.01896544,0.008787346,0.090483929,0.00830633,0.024200269,0.929058671,0.070941329
376,"1,972",8031004306,0.018762677,0.019269777,0.017748479,0.032454361,0.031440162,0.017748479,0.054259635,0.011156187,0.046146045,0.030933063,0.090770791,0.065415822,0.105476673,0.096855984,0.131338742,0.230223124,"5,463",0.835804503,0.085850265,0.006772835,0.028921838,0.001098298,0.041552261,"2,118",0.601510859,0.398489141,0.059117325,0.069640887,0.106490872,0.097363083,0.147783951,0.099592678,0.310759727,0.068107605,0.242703251,0.106519499,0.328556851,0.149521878,0.105476673,0.326452299,0.338181399,0.345334686,0.793842031,0.185287797,0.033864177,0.097414558,0.036336202,0.081738954,0.614559665,0.385440335
377,"1,001",8031004307,0.032967033,0.033966034,0.02997003,0.085914086,0.014985015,0.00999001,0.105894106,0.013986014,0.070929071,0.128871129,0.142857143,0.120879121,0.027972028,0.043956044,0.073926074,0.062937063,"1,757",0.834945931,0.075697211,0.017074559,0.02618099,0,0.046101309,,,,0.103872318,0.122753093,0.17982018,0.257742258,0.07043681,0.056057303,0.606484425,0.085383469,0.373048573,0.443773968,0.517090272,0.276295133,0.027972028,0.148153486,0.190350712,0.094405594,0.792764039,0.163374794,0.085372795,0.088182834,0,0.090687552,,
378,"1,783",8031004308,0.053280987,0.072910824,0.02692092,0.016825575,0.079641054,0.048233315,0.043185642,0.03140774,0.05384184,0.073471677,0.080201907,0.138530566,0.083006169,0.077958497,0.072910824,0.047672462,"3,699",0.836442282,0.066234117,0.010273047,0.042714247,0,0.044336307,,,,0.167877396,0.26349939,0.161525519,0.050476725,0.37435143,0.270653336,0.247335951,0.191741677,0.283178973,0.253003275,0.290301381,0.316641295,0.083006169,0.262758475,0.187736567,0.071508693,0.794642803,0.142950911,0.051365234,0.143870163,0,0.087215552,,
379,"1,862",8031004309,0.004833512,0,0.022556391,0.008055854,0.04027927,0.0349087,0.064983888,0,0,0.078410311,0.135875403,0.255639098,0.106337272,0.075725027,0.044038668,0.128356606,"3,275",0.883053435,0.060152672,0.007022901,0.026564885,0.000610687,0.02259542,,,,0.0152294,0,0.135338346,0.024167562,0.189332026,0.195884448,0.372180451,0,0,0.270009702,0.491818943,0.584317938,0.106337272,0.255230582,0.113394252,0.192534909,0.853166094,0.129825528,0.035114504,0.08947587,0.020204038,0.044448267,,
380,"1,075",8031004310,0.019534884,0,0.013953488,0.014883721,0.019534884,0.008372093,0.054883721,0.027906977,0.013023256,0.065116279,0.040930233,0.049302326,0.154418605,0.171162791,0.164651163,0.182325581,"2,136",0.875,0.048220974,0.006554307,0.03511236,0.000468165,0.034644195,,,,0.061550388,0,0.08372093,0.044651163,0.091823391,0.046978627,0.314334038,0.170369806,0.068495286,0.224231058,0.148152376,0.11269103,0.154418605,0.576902783,0.423956859,0.273488372,0.84305449,0.104073737,0.032771536,0.118265479,0.015488817,0.068149848,,
381,"1,878",8031004403,0.02342918,0.028221512,0.028221512,0.033546326,0.03514377,0.050053248,0.036208733,0.056443024,0.004259851,0.086794462,0.194355698,0.164536741,0.076144835,0.115015974,0.043663472,0.023961661,"3,579",0.617490919,0.175747415,0.023470243,0.021514389,0.001955854,0.159821179,"1,869",0.459069021,0.540930979,0.073820512,0.101992418,0.169329073,0.100638978,0.165192697,0.280865595,0.207377287,0.344580038,0.022404513,0.29888093,0.703496083,0.37608398,0.076144835,0.387660399,0.112428166,0.035942492,0.519735337,0.379309851,0.117351215,0.072464785,0.06470768,0.314390019,0.468026927,0.531973073
382,"2,118",8031004404,0.093012276,0.07223796,0.027384325,0.016525024,0.063739377,0.041076487,0.050047214,0.067516525,0.0401322,0.129367328,0.07884797,0.15769594,0.06421152,0.034466478,0.051463645,0.012275732,"5,061",0.399328196,0.31772377,0.017980636,0.159849832,0.000987947,0.104129619,"2,404",0.247920133,0.752079867,0.293062488,0.261067663,0.164305949,0.049575071,0.299605863,0.230493973,0.286634046,0.412182851,0.21107368,0.445482653,0.285400627,0.360447862,0.06421152,0.116168981,0.13251267,0.018413598,0.245818057,0.685732734,0.089903181,0.538406338,0.032685351,0.204837137,0.250813889,0.749186111
383,"1,862",8031004406,0.022019334,0.00698174,0.02094522,0.008055854,0.022019334,0.017722879,0.029538131,0.163802363,0.05424275,0.027389903,0.036519871,0.085929108,0.052094522,0.056928034,0.163265306,0.23254565,"3,547",0.796729631,0.109952072,0.009021708,0.046236256,0,0.038060333,,,,0.069378378,0.025231977,0.125671321,0.024167562,0.103501507,0.099449027,0.169172932,1,0.285287543,0.094318457,0.132188491,0.196409391,0.052094522,0.191875473,0.420388445,0.348818475,0.744781025,0.237305931,0.045108542,0.155732996,0,0.074869856,,
384,"2,279",8031004407,0.04168495,0.0039491,0.009653357,0.05397104,0.005704256,0.095655989,0.007459412,0.057042563,0.057042563,0.014480035,0.055726196,0.172444054,0.080298376,0.047389206,0.035541904,0.261956999,"4,346",0.736079153,0.14933272,0.009894156,0.047630005,0.00276116,0.054302807,,,,0.131340674,0.014272031,0.05792014,0.16191312,0.02681276,0.5367579,0.042722087,0.348240169,0.300013045,0.049862702,0.201708316,0.394157839,0.080298376,0.15972493,0.091516111,0.392935498,0.668630464,0.322299884,0.049470778,0.160427421,0.091350517,0.106821015,,
385,"1,326",8031004503,0.159125189,0.036953243,0.046003017,0.077677225,0.032428356,0.051282051,0.086726998,0.107088989,0.049773756,0.12745098,0.063348416,0.104826546,0.009803922,0,0.040723982,0.00678733,"3,054",0.396201703,0.05108055,0.05697446,0.034708579,0.002946955,0.458087754,"1,154",0.441941075,0.558058925,0.501370634,0.133548853,0.2760181,0.233031674,0.152428939,0.287760822,0.496709173,0.653769503,0.26178305,0.438883618,0.229297949,0.239603534,0.009803922,0,0.104859335,0.010180995,0.241892545,0.110245467,0.284872299,0.116905465,0.097497384,0.90112098,0.45040707,0.54959293
